title,authors,scopus author ids,year,scopus source title,language,citescore (publication year),citescore percentile (publication year) *,sjr (publication year),times higher education (the) field name,abstract_x,abstract_y,doi,publication type,open access,country/region,institutions,infokom_author_names,infokom_author_scopus_ids,has_infokom_author,keyword
Energy Optimization on Joint Task Computation Using Genetic Algorithm,"Kurniawan, I.F.| Taufiq Asyhari, A.| He, F.",57201757812| 24330878400| 55183316700,2020,"ETCCE 2020 - International Conference on Emerging Technology in Computing, Communication and Electronics",English,-,-,-,Engineering| Computer Science,https://www.scopus.com/record/display.url?eid=2-s2.0-85102087356&origin=resultslist,"Joint computation is a form of collaborative job execution running at separate physical units, which are previously grouped by their unique functionalities. While existing studies have mainly utilized joint computation with direct coordination between nodes in different segments, it is worth considering another scenario where an additional node within a layer relays data to another layer. As a consequence, the node can serve as an aggregation point for data capture units prior to transmission to the sink node. However, this new arrangement produces additional transmission paths and can thus cause additional energy spending. This pilot study investigates the joint computation problem aiming at optimizing energy consumption. Relevant components, such as computation and communication, are taken into account and modeled into formal representation. A genetic algorithm-based solution is then used as a tool to optimize parameter setup. According to the experiment results, the metaheuristic algorithm has potential to achieve the optimal system configuration, emphasizing the data length that affects the final energy spending on communications. However, the algorithm cannot always guarantee the optimality as it relies on the random variable used in the process.",10.1109/ETCCE51779.2020.9350886,Conference Paper,,Indonesia| United Kingdom,Birmingham City University| Universitas Negeri Surabaya| Coventry University,Ibnu Febry Kurniawan,57201757812,TRUE,Energy Consumption; Fog Computing; Joint Computation; Multi-hop Network; Optimization
Separability of Intuitionistic Fuzzy Relations,"Sulaiman, R.",55326808700,2021,International Journal of Mathematics and Computer Science,English,1,59,0.264,Computer Science| Physical Sciences,https://www.scopus.com/record/display.url?eid=2-s2.0-85111771169&origin=resultslist,"In this paper, we introduce the concept of separability of an intuitionistic fuzzy relation (IFR). First, we explain the concept of a fuzzy relation and IFR. Some operations and relations on IFRs are defined and examined. Then we introduc the definition of separability on IFR as a generalization of separability on a fuzzy relation. We present some basic properties and identify separability for some operations with examples. We characterize the separability of IFR. Finally, we construct an algorithm to check the separability of IFR.",-,Article,,Indonesia,Universitas Negeri Surabaya,,,FALSE,Intuitionistic Fuzzy Relation; Intuitionistic Fuzzy Set; Separability
A Text Mining Analysis of Social Media Criticisms on Tuition Fee Policies at State Universities in Indonesia,"Yustanti, W.| Wibawa, R.P.| Yamasari, Y.| Nurhidayat, A.I.",57200569216| 58695425300| 57193733535| 57200571328,2024,"International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)",English,1.4,69,-,Computer Science| Engineering,https://www.scopus.com/record/display.url?eid=2-s2.0-85214648158&origin=resultslist,"This study aims to identify public criticism on social media related to the residential tuition policy imposed in state universities in Indonesia. Knowing the public's criticism of the single tuition policy on social media can identify critical issues, understand the public sentiment, and provide insights for policy improvement. The benefits of the process can be used to improve the quality of policies, strengthen relations with the public, increase student satisfaction and welfare, and contribute to academic knowledge about policy analysis using social media. The data came from public comments about tuition fees on Twitter, You'Tube, Instagram, and TikTok platforms. The dataset was labeled as neutral, negative, and positive sentiment in the first step using IndoBERT's pre-trained model. The result of a negative sentiment of 62.26% from the dataset was then used for topic analysis using the Latent Dirichlet Allocation algorithm, and a different number of topics was obtained on each platform with topic compositions for Twitter, YouTube, Instagram, and TikTok of 10, 5, 2, 10 topics respectively. The results of the synthesis from all platforms concluded that seven themes are the main issues discussed in public criticism related to tuition fees, where the top three themes are criticism of government policies that increase tuition fees (48,60/0), corruption cases occur in state universities (20,3 %) and students' concerns about continuing their studies when there is an increase in tuition fees (12,5%).",10.1109/EECSI63442.2024.10776274,Conference Paper,,Indonesia,Universitas Negeri Surabaya,Rindu Puspita Wibawa,58695425300,TRUE,IndoBERT; Latent Dirichlet Allocation; social media; text mining; tuition fee; university
Effect of Bit Transmission Amount on Wireless Sensor Networks on Estx Optimum and Minimum ESB,"Rohman, M.| Aribowo, W.| Ningrum, L.E.C.| Baskoro, F.",57220057023| 57216862548| 57976985300| 57201862550,2024,"2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society, ICVEE 2024",English,-,-,-,Medical and Health| Physical Sciences| Engineering| Computer Science,https://www.scopus.com/record/display.url?eid=2-s2.0-85217040385&origin=resultslist,"In Wireless Sensor Networks, energy efficiency is a very critical issue because sensor nodes have limited battery resources. The relationship between the number of transmitted bits, Estx, and ESB, a more energy-efficient communication protocol can be designed, thereby extending the lifetime of the sensor network. This study uses approaches with the Nelder Mead Simplex method. This study to estimate Estx and ESB based on the number of transmitted bits. The study was conducted using sensor nodes to measure the energy used in transmission and standby mode. The obtained data were analyzed using certain statistical techniques to evaluate the relationship between the number of bits, Estx, and ESB. The results show that the number of transmitted bits has a significant effect on Estx and ESB. It is found that the optimal Estx and minimum ESB can be achieved by adjusting the number of transmitted bits, which has implications for reducing the total energy consumption in the network. In addition, a linear relationship between the number of bits and Estx can be found, while ESB can be minimized with appropriate energy saving strategies. This study makes an important contribution to the field of Wireless Sensor Networks by offering practical guidance for designing more energy-efficient communication protocols. The findings in this study show that the best modulation to determine the optimum Estx and minimum ESB is 16 QAM modulation. In addition, the use of the best modulation can be used to determine the optimum Estx and minimum ESB values influenced by the number of bits. These findings are expected to improve operational efficiency and extend the life of wireless sensor networks, supporting various WSN applications more effectively.",10.1109/ICVEE63912.2024.10823846,Conference Paper,,Indonesia,Universitas Negeri Surabaya,Miftahur Rohman,57220057023,TRUE,16 QAM; Bit Transmission; ESB; Estx; Wireless Sensor Network
Implementation of Digital Guided Discovery Learning at Ibrahimy Boarding School,"Asy'ari, D.N.| Mustaji| Arianto, F.",59704621900| 57200364969| 57680858500,2024,"Proceedings - 2024 6th International Workshop on Artificial Intelligence and Education, WAIE 2024",English,-,-,-,Education Studies| Computer Science| Physical Sciences,https://www.scopus.com/record/display.url?eid=2-s2.0-105000805988&origin=resultslist,This study aims to analyze the implementation of digital-guided discovery learning for students in boarding schools. Learning carried out in boarding schools is still traditional. The characteristics of the curriculum and students in boarding schools need to develop in the digital learning paradigm. It is necessary to adapt digital technology-based learning to support global demands in the 21st century. This research method uses a quasiexperimental post-test only design. The subjects of the study were 72 students in grade VII of junior high school at the Ibrahimy boarding school. Research data were collected using tests to determine learning outcomes and questionnaires to determine student assessments of the implementation of learning. Findings from the results of the implementation of digital guided discovery learning provide better learning outcome assessments than traditional guided discovery learning. Students tend to like this learning activity although a small number of students still give the assessment that this learning is still difficult for them to do. Students at the Ibrahimy boarding school have succeeded in adapting by using digital learning. These findings are the first step in developing more widespread digital technology-based learning at the Ibrahimy boarding school.,10.1109/WAIE63876.2024.00040,Conference Paper,,Indonesia,Universitas Negeri Surabaya,,,FALSE,boarding school; digital guided discovery learning; digital learning; discovery learning
Enhancing Brain Tumor Classification Performance Through Feature Selection In Machine Learning Models,"Tjahyaningtijas, H.P.A.| Rakhmawati, L.| Puspitaningayu, P.| Kusumaningsih, A.",58028094300| 57200562830| 56516857300| 57190407316,2024,"2024 IEEE International Conference on E-Health Networking, Application and Services, HealthCom 2024",English,-,-,-,Computer Science| Social Sciences| Physical Sciences| Medical and Health,https://www.scopus.com/record/display.url?eid=2-s2.0-85219625251&origin=resultslist,"Accurate classification of brain tumor images is crucial for accurate prognosis and effective treatment planning. This study involved an analysis of the application of machine learning in the classification of brain tumors. We employed segmentation using mU-Net, as well as feature extraction and feature selection techniques to identify the most prominent features. We identified 14 significant features using the Information Gain algorithm to classify brain tumors from 33 available features. The K-NN, SVM, Decision Tree, and Random Forest classification models were employed, and the SVM model yielded the highest performance with an accuracy of 0.929.",10.1109/HEALTHCOM60970.2024.10880757,Conference Paper,,Indonesia,Universitas Negeri Surabaya| University of Trunojoyo Madura,Lusia Rakhmawati|Pradini Puspitaningayu,57200562830|56516857300,TRUE,Classification; Decision Tree; Information Gain; K-NN; Random Forest; SVM
ICT Implementations: Typology of Using Digital Platforms for Efficient Business Performance in Microfinance Institutions a Bibliometrix Perspective,"Wihara, D.S.| Hadi, H.K.| Amelia, R.| Fachmi, M.",59512842000| 57201877528| 59512381200| 57230948900,2024,"2024 12th International Conference on Cyber and IT Service Management, CITSM 2024",English,-,-,-,Computer Science| Physical Sciences| Engineering| Business and Economics,https://www.scopus.com/record/display.url?eid=2-s2.0-85214904645&origin=resultslist,"The most complete application of ICT is currently only in microfinance on a large scale, including internet banking and mobile banking, cloud computing, big data analysis and blockchain. Meanwhile, in microfinance institutions, the digital platforms used are limited to mobile phones with internet-based online platforms to simplify operational performance. This research aims first to map research on ICT implementation around the world published in reputable international journals and indexed by Scopus. Second, analyzing the network of variable relationships in ICT implementation. Third, to analyze digital platform use in microfinance institutions (MFIs). The results of this study in the last 21 years from 2003-2024 only found 83 articles on ICT implementation in microfinance. Then there are 4 research clusters related to ICT implementation in microfinance. Furthermore, the digital platforms most widely used by microfinance are internet banking and mobile banking at 79.92%. While big data analysis, cloud computing and block chain are still far below 20%. This research is an initial step in mapping several variables and indicators for further development, especially ICT implementation in Indonesia, which is still very rarely done.",10.1109/CITSM64103.2024.10775433,Conference Paper,,Indonesia,Universitas Negeri Surabaya,,,FALSE,blockchain; cloud computing; information and communication technolog (ict); internet banking; microfinance institution (mfis); mobile banking
Calculating Software Size Based on Conceptual Data Model Using Data Complexities of Fishermen Information System,"Sari Dewi, R.| Prabu Vedayana Priharta, I.G.B.| Al-Munir, Z.| Rafi Rizqi, M.| Edgaritoh, H.| Aimar Narawi, R.| Rizal Maulana, M.| Arsthasya Putra Budi, W.| Nurhayati, C.",57193736439| 59517996100| 59517601600| 59517899900| 59517601700| 59517508500| 59517900000| 59517601800| 59509532700,2024,"ICECOS 2024 - 4th International Conference on Electrical Engineering and Computer Science, Proceeding",English,-,-,-,Physical Sciences| Computer Science| Engineering,https://www.scopus.com/record/display.url?eid=2-s2.0-85215311027&origin=resultslist,"In research on the calculation of software size estimation, it often ignored the data complexity factor. Ideally, a software is developed in tandem between source code and database. However, in reality in software development, data is considered a complementary unit that cannot be separated from the system so that the existence of data is included in the size calculation. In this research, the method used is a combination of the Common Software Measurement International Consortium (COSMIC) functional size measurement with the database complexity index (DBCI). There are 4 stages in this research, including: (1) actual business calculation, (2) database complexity calculation using DBCI, (3) data movement complexity calculation using COSMIC and (4) estimation of the size of the fisherman information system. The result of this research is the amount of data movement complexity based on COSMIC is 129, while the database complexity is 349. The comparison between the estimated size of the software and the actual effort is 170.8 percent. The limitation of this research is that there is no source code calculation or other methods, so the comparison results between the estimate and the actual effort are fluctuating.",10.1109/ICECOS63900.2024.10791268,Conference Paper,,Indonesia,Universitas Negeri Surabaya| University of Trunojoyo Madura,,,FALSE,Calculation; COSMIC; Database complexity; Software size; System
Unveiling Patterns: Utilizing Folium for Visualizing Clustered Criminal Acts Distribution in Surabaya City,"Permatasari, R.| Kartika, D.S.Y.| Daffa, M.| Najaf, A.R.E.| Sisephaputra, B.| Lukman, N.",58916506100| 57194242196| 57286426200| 58083504100| 57200535816| 57191840924,2023,"Proceeding - IEEE 9th Information Technology International Seminar, ITIS 2023",English,-,-,-,Physical Sciences| Computer Science| Engineering,https://www.scopus.com/record/display.url?eid=2-s2.0-85186514853&origin=resultslist,"In Surabaya, the surge in 3C crimes aka. Theft, Robbery, and Motorcycle Theft, has posed significant challenges, straddling the realms of data science and information systems. The absence of easily accessible and organized crime data has impeded effective risk communication to the public and hindered law enforcement's ability to allocate resources optimally. Additionally, the unrefined nature of raw crime data has obscured opportunities for data-driven decision-making. This research adopts a technology-driven approach, harnessing Python's Folium library to craft an interactive map. This map illuminates the landscape of 3C crime incidents, methodically categorized by crime type and spatial clusters. This transformative platform gives citizens with insights into the prevalence of distinct crime categories across geographic zones. Moreover, it provides law enforcement agencies with critical spatial insights through advanced clustering algorithms, thus facilitating well-considered resource allocation strategies. Accessible to the public, this research not only encourages proactive community participation in personal safety but also sparks collaborative efforts with law enforcement, thereby holistically addressing challenges in data-driven public awareness, optimized resource deployment, and informed decision-making. In doing so, it fosters a more secure and vigilant Surabaya City.",10.1109/ITIS59651.2023.10420148,Conference Paper,,Indonesia,"Universitas Negeri Surabaya| UIN Sunan Gunung Djati Bandung| Universitas Pembangunan Nasional ""Veteran"" Jawa Timur",,,FALSE,Clustering Algorithms; Crime Mapping; Data Visualization; Geographic Information Systems (GIS); Public Safety
Application of the UTAUT model to understand learning behavior using Online Video Conference media for RPL students,"Iriani, S.S.| Suprapto, N.| Lisdiana, L.| Junianta, R.D.",57200565279| 57163917500| 57192011522| 58778706300,2024,ACM International Conference Proceeding Series,English,-,-,-,Computer Science,https://www.scopus.com/record/display.url?eid=2-s2.0-85205378254&origin=resultslist,"This research aims to analyze the influence of perceived enjoyment, perceived ease of use, perceived usefulness, and social influence on online learning intentions among RPL students at universities in Indonesia, especially in Surabaya. RPL students are students from the working group who are taking formal education at universities, where they are still involved in their routine work. The research used a quantitative approach and used a convenience sampling method to obtain 218 respondents. The research questionnaire was created using Google Form and the results of respondents' answers were analyzed using SEM-AMOS. The research results show that perceived ease of use influences RPL students' perceived usefulness of online lectures using online video conferencing, which also influences online learning intentions. Online learning intentions then influence RPL students' actual online learning in online lectures using online video conferencing. On the other hand, perceived usefulness, perceived enjoyment, and social influence have no effect on RPL students' online learning intentions. This research uses the Unified Theory of Acceptance and Use of Technology (UTAUT) and Technology Acceptance Model (TAM) approaches to identify student behavioral incentives for online learning, especially RPL students. The implication of this research for the implementation of online learning for RPL students is the importance of considering perceived ease of use in carrying out lectures with RPL students. The situation faced by RPL students with a busy agenda gives them limitations in carrying out the teaching and learning process like students in general. It is important for RPL students to feel that it is easy to participate in their online lectures so that they are really interested and take online lectures.",10.1145/3678726.3678758,Conference Paper,,Indonesia,Universitas Islam Indonesia| Universitas Negeri Surabaya,,,FALSE,Online Learning; Online Video Conference; Recognition of Prior Learning; Technology Acceptance Model; UTAUT
A Dynamic Indoor Localization with Movement Validation and Fingerprinting Technique under IEEE 802.15.4 Network,"Puspitaningayu, P.| Funabiki, N.| Huo, Y.| Panduman, Y.Y.F.",56516857300| 7007083308| 57226640883| 57196418954,2024,International Journal of Computing and Digital Systems,English,2.3,53,0.231,Computer Science| Business and Economics,https://www.scopus.com/record/display.url?eid=2-s2.0-85186560495&origin=resultslist,"The study of indoor localization has been extensively studied, either in terms of wireless technologies or localization techniques. The accuracy is then challenged when the monitored object is actively moving. Previously, we studied a continuous and low-power fingerprint-based indoor localization system using IEEE 802.15.4 (FILS15.4), which has been integrated into a smart environmental IoT platform. Although fingerprint-based localization offers a great advantage in its simplicity, it relies on real-time signal strength measurements and databases. Thus, it suffers challenges in accuracy when the object is continuously moving. In this study, we focus on developing dynamic positioning, where users continuously move from one room to another. Due to human movements, the fluctuation of the link quality indicator (LQI) can affect the detection accuracy. To avoid false detection, we propose a movement validation method by checking the variance of the LQI and accelerometer to differentiate the cause of fluctuations and increase the detection accuracy. For experiments, we run the test-bed of FILS15.4 on a two-floor layout. Five to six receivers were allocated to detect multiple users. The results show that the system yields 96.2% accuracy using six receivers simultaneously. Thus, it gives sufficient detection accuracy even for dynamic conditions.",10.12785/ijcds/150164,Article,Gold,Indonesia| Japan,Universitas Negeri Surabaya| Okayama University,Pradini Puspitaningayu,56516857300,TRUE,accelerometer; dynamic localization; Indoor positioning; IoT; link quality indicator; personal area network
"Does Online Counseling Develop Resilience?: Study on College Students at One of the Campuses in Jakarta, Indonesia","Ratnasari, D.| Supriatna, M.| Abidin, Z.| Satrianta, H.| Amedome, S.N.| Nurihsan, J.| Taufiq, A.",57202367125| 57144463600| 57209314459| 59304550300| 57202645391| 57211352628| 57211870197,2024,Lecture Notes in Educational Technology,English,0.9,75,-,Computer Science| Education Studies,https://www.scopus.com/record/display.url?eid=2-s2.0-85202569504&origin=resultslist,"In today's digital age, this study aims to determine the effectiveness of online counseling in developing resilience in college students Online counseling has become one of the needs during the COVID-19 pandemic. One of the needs of such online counseling is to develop resilience.. The research method used is quantitative research with quasi-experiments on a single subject. The participants were three students at one of the campuses in Jakarta, Indonesia. Data analysis was performed with the Wallis Kruskal Test. The instrument used is a resilience inventory developed by Connor & Davidson which amounts to 25 items. The results showed that online counseling did not show a significant improvement in the development of self-resilience in students. Factors that influence the existence of these results are the presence of a fairly high level of resilience from the client in the pre-test session, body gestures between clients and counselors are less understandable during online counseling sessions, and there is a lack of variability in the online counseling used in research. The results of the research contribute to the urgency of developing an online counseling model in college students, especially at the University counseling center in its role of developing resilience.",10.1007/978-981-97-3883-0_12,Chapter,,Indonesia| Ghana,Indonesia University of Education| Universitas Negeri Surabaya,,,FALSE,College students; Online counseling; Resilience
Computational Mathematics of Risk and Return Portofolio Banking (Ramadhan Effect 2024),"Kautsar, A.| Thahirrah, N.N.| Safitri, A.| Rahman, M.F.W.| Wijayati, D.T.| Amelia, R.",57202283774| 59512541500| 57865772100| 58949238400| 57202647254| 59512381200,2024,"2024 12th International Conference on Cyber and IT Service Management, CITSM 2024",English,-,-,-,Business and Economics| Physical Sciences| Engineering| Computer Science,https://www.scopus.com/record/display.url?eid=2-s2.0-85214893567&origin=resultslist,Financial engineering combines a rigorous study of computational mathematics with economics and quantitative finance. This research was conducted to analyze the level of risk and return of banking stock portfolios after the Ramadan effect. This research uses a descriptive event study method by calculating the 3 most profitable stocks in the banking sector to be used as a portfolio with a weight of 33% each. The results showed that the expected return for the banking portfolio was 0.27% and the predicted risk in the next period was 1.46%. These results have been calculated carefully to provide an illustration that investors who want to buy a portfolio of banking shares do not need to worry about future returns.,10.1109/CITSM64103.2024.10775616,Conference Paper,,Indonesia,Universitas Negeri Surabaya,,,FALSE,banking; financial engineering; portofolio; return; risk
Ising Neo-Normal Model (INNM) for Segmentation of Cardiac Ultrasound Imaging,"Nuraini, U.S.| Iriawan, N.| Fithriasari, K.| Hidayat, T.",57221534129| 55332444200| 55865636600| 57208692422,2024,"2024 Beyond Technology Summit on Informatics International Conference, BTS-I2C 2024",English,-,-,-,Physical Sciences| Computer Science,https://www.scopus.com/record/display.url?eid=2-s2.0-105003230568&origin=resultslist,"Ultrasound imaging is challenging due to more noise. This paper proposed a segmentation model that improves model-based clustering that can be used for reduced noise in ultrasound imaging. The main contribution is combining spatial statistical mechanic effects (the Ising model) with non-symmetrical data distribution (Neo-Normal), which is called the Ising Neo-Normal Model (INNM). The model was achieved due to the limitation of GMM (Gaussian Mixture Model), which used symmetrical distributional and ignored the neighbors of pixels. Model estimation used the Bayesian method with the MCMC framework that combines Variational Inference with Gibbs Sampling. The performance of INNM was evaluated using the G-Mean and Jaccard Index with GMM and Bayesian Gaussian Mixture, and it was over 70%. INNM also gives better results than GMM and Bayesian Gaussian Mixture in cardiac ultrasound image data and simulation image data with various kinds of noise.",10.1109/BTS-I2C63534.2024.10941901,Conference Paper,,Indonesia,Universitas Airlangga| Institut Teknologi Sepuluh Nopember| Universitas Negeri Surabaya,Ulfa Siti Nuraini,57221534129,TRUE,Bayesian; Ising Model; Neo Normal; Segmentation; Ultra-sound
The Moderating Role of Digital Financial Literacy on FinTech Adoption: A Case Study of ShopeePay,"Sulistiyani, E.| Izzati, B.M.| Purwita, A.W.",57204901057| 57852965300| 57214681538,2024,"2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society, ICVEE 2024",English,-,-,-,Engineering| Medical and Health| Computer Science| Physical Sciences,https://www.scopus.com/record/display.url?eid=2-s2.0-85217051302&origin=resultslist,"Technology adoption in the adoption of digital payments has become the focus in changing consumer behavior and financial innovation. ShopeePay is a digital wallet that is widely used by young people in Indonesia. The adoption of technology is influenced by various factors. Digital financial literacy is believed to have a moderating effect. Therefore, the focus of this study is to identify the role of digital financial literacy as a moderating variable in the influence of relative advantage, compatibility, complexity, and observability on behavioral intention to use ShopeePay. A quantitative approach was selected for this research. A number of 100 students who are users of ShopeePay were chosen as respondents. Data analysis was conducted using the SEM method with the assistance of SmartPLS 4.0 software. Two tests were performed: the outer and inner model evaluations. The results show that digital financial literacy does not strengthen the relationship between RA, C, CO, and O with BIU. The influence of relative advantage on behavioral intention to use ShopeePay with digital financial literacy as a moderating variable is negative and insignificant. Meanwhile, the influence on other variables, namely compatibility, complexity, and observability, has a positive and insignificant effect.",10.1109/ICVEE63912.2024.10823820,Conference Paper,,Indonesia,Nahdlatul Ulama University Surabaya| Universitas Negeri Surabaya,Berlian Maulidya Izzati|Anggraeni Widya Purwita,57852965300|57214681538,TRUE,adoption; digital financial literacy; digital wallet; fintech; moderating variable
A Bibliometric Analysis of Women’s Entrepreneurship to Sustainable Economic Growth,"Ma’ruf, A.| Chalifatunnisa, C.M.| Nabila, N.S.",58099723500| 59457130700| 59457365200,2024,TEM Journal,English,2.2,49,0.242,Business and Economics| Physical Sciences| Computer Science| Education Studies,https://www.scopus.com/record/display.url?eid=2-s2.0-85210989963&origin=resultslist,"Towards economic development, women have the right to maximise their potential to achieve economic growth. This study aims to analyse research trends that can develop and provide implications for women’s business empowerment. The outline literature published between 2000 and 2020 adopted bibliometric indicators and a literature review approach to visualise research developments and see opportunities to improve studies on women’s entrepreneurship. A total of 317 research articles were generated based on keywords from the Scopus database. The study shows a process of empowering women to increase the potential complicity of women entrepreneurs in entrepreneurial activities. In this case, the suitable activities are from SMEs, which are HBBs (Home-based businesses). The paper humbly encourages future research to explore more on the topic of women’s entrepreneurship following its untapped potential. Consequently, the analysishighlighted some areas of the study in the field of women’s entrepreneurship, motivating future research. This study is expected to motivate the government, economic activists, and researchers to delveinto the potential of women’s entrepreneurship to strengthen the economy.",10.18421/TEM134-38,Article,Gold,Indonesia,Universitas Negeri Surabaya| Muhammadiyah University of Surakarta,,,FALSE,bibliometric; economic growth; sustainability; Women entrepreneurship
Analysis Of The Level Of Thinking On Vocational High School Students 1 Jabon Sidoarjo Using Rasch Modeling,"Hidayatullah, R.S.| Kurniawan, W.D.| Ajiban, M.H.",57222415768| 58462093900| 59543934000,2024,"2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society, ICVEE 2024",English,-,-,-,Medical and Health| Engineering| Computer Science| Physical Sciences,https://www.scopus.com/record/display.url?eid=2-s2.0-85217062967&origin=resultslist,"In the era of Industrial Revolution 4.0, technological advances have brought significant changes in various aspects of life, including education. Assessment management in Vocational High Schools (SMK) is critical to measure students' level of thinking. Rasch modeling allows analysis of student learning outcomes to assess their critical and analytical thinking abilities. The results of this research are expected to provide insight into the distribution of students' levels of thinking and provide recommendations for more comprehensive and fair assessment methods. The method used was one group pre-test post-test, which was applied to 30 students at Vocational High School 1 Jabon Sidoarjo. The reliability in Cronbach alpha was found to be 0.82, which means the questions were in an outstanding category. Some students answered questions by guessing. It is recommended that interactive PowerPoint media be used under ten pages so that the learning process can be effective and get feedback.",10.1109/ICVEE63912.2024.10823988,Conference Paper,,Indonesia,Universitas Negeri Surabaya,,,FALSE,evaluation learning; instructional media; level of thinking; powerpoint; vocational school
Virtual Labs Uses in Vocational High School: A Bibliometric Analysis,"Muhtar, M.| Suryanti, S.| Bachri, B.S.",56713000900| 57205027780| 57210117456,2024,"Proceedings - 2024 6th International Workshop on Artificial Intelligence and Education, WAIE 2024",English,-,-,-,Computer Science| Physical Sciences| Education Studies,https://www.scopus.com/record/display.url?eid=2-s2.0-105000666883&origin=resultslist,"The utilization of virtual laboratories is an effort in the era of digital technological advances to achieve maximum learning objectives. Vocational High School (VHS) aims to produce productive age human resources who are ready to work. In addition, vocational schools emphasize aspects of softskills the needs of industry 4.0 and social development 5.0 including 4C skills (communication, collaboration, critical thinking, creative). The purpose of this bibliometric analysis is to present information on the utilization of virtual laboratories in the vocational sector. Articles were searched through the Scopus, Dimensions, ERIC, Taylor & Francis and Springer databases. 326 suitable articles were collected from 2021-2024 and 132 articles were further analyzed. We used VOSviewer software to classify and visualize co-occurrence and citations. The information presented in this review can be used as a starting point for future research on the topic of vocational education virtual laboratories.",10.1109/WAIE63876.2024.00080,Conference Paper,,Indonesia,Universitas Negeri Surabaya,,,FALSE,Virtual laboratory; vocational education; vocational high school
Utilizing Usability Testing for User Interface Improvement: Case Study on Unesa's Academic Mobile Application,"Shinta, F.N.| Putra, V.P.| Rashidan, D.F.| Athallah, M.Z.| Annisa, F.Q.| Kurniawan, I.F.",59544354200| 59544215100| 59543799000| 59543799100| 57221750827| 57201757812,2024,"2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society, ICVEE 2024",English,-,-,-,Physical Sciences| Medical and Health| Computer Science| Engineering,https://www.scopus.com/record/display.url?eid=2-s2.0-85217014811&origin=resultslist,"Surabaya State University (Unesa) utilizes modern information technology through an academic service system, Siakadu Mobile Application, to enhance efficiency and effectiveness in academic and administrative processes. Motivated by the application's importance, this study evaluates users' experiences completing academic activities and proposes visual improvements. Features such as uploading assignments and learning materials, checking similarity reports, and reminding assignment deadines are crucial to both lecturers and students; hence, they become this study's main objects. This study then carries out a user-centric pipeline centred on users' needs and feedback to improve users' satisfaction and the application's efficiency. Throughout the research process, evaluation processes, encompassing interviews, observations, and hands-on trials with users, provide valuable insights that guided the development of questionnaires targeting data visualization and application effectiveness. Upon completing the assessment and prototyping, our findings indicate significant improvements in user engagement and task management efficiency, underscoring the application's impact on academic processes. These results further suggest that ongoing user feedback is crucial for continuous enhancement.",10.1109/ICVEE63912.2024.10823907,Conference Paper,,Indonesia,Universitas Negeri Surabaya,Fadhilah Qalbi Annisa|Ibnu Febry Kurniawan,57221750827|57201757812,TRUE,Learning application; Learning management system; UI design; UI evaluation; User-centric design
Study of Electrical Engineering Students' Interests Comparison between Video-Based Learning and Online Meetings,"Nugroho, Y.S.| Munoto| Basuki, I.| Tjahyaningtijas, H.P.A.| Fransisca, Y.",57220055387| 57200567181| 57201352638| 58028094300| 57201849821,2022,"2022 5th International Conference on Vocational Education and Electrical Engineering: The Future of Electrical Engineering, Informatics, and Educational Technology Through the Freedom of Study in the Post-Pandemic Era, ICVEE 2022 - Proceeding",English,-,-,-,Computer Science| Physical Sciences| Education Studies| Engineering,https://www.scopus.com/record/display.url?eid=2-s2.0-85142454260&origin=resultslist,"Learning was dominated by online form during the COVID-19 outbreak. In the future, the learning process may remain in distance learning or hybrid. The popular platform in distance learning are videos and online meetings. This study aims to compare the forms of learning that are more attractive to students in distance learning. The learning format that will be compared is video-based learning (VBL) and online meetings. The method used in this research is descriptive quantitative, using a questionnaire distributed to electronic engineering students. This study explores six aspects of student interest in distance learning: convenience, accessibility, understanding, interaction, learning outcomes, and flexibility. The results of this research show that in terms of comfort, interactiveness, and learning outcomes, the online meeting is more attractive to students than VBL. Moreover, VBL is considered better in terms of accessibility, understanding and flexibility. Although both VBL and online meetings excel in 3 aspects, the survey results show that students are generally more interested in online meetings. The conclusion of this study shows that students are more interested in online meeting forms for several reasons than video-based learning, but both forms have positive and negative sides.",10.1109/ICVEE57061.2022.9930431,Conference Paper,,Indonesia,Universitas Negeri Surabaya,,,FALSE,Distance Learning; Electronic Engineering; Learning Interest; Online Meeting; Video-based Learning
Development of student worksheets as online english learning media at the Indonesian vocational school,"Iskandar, N.| Mustaji| Jannah, M.",57220928612| 57200364969| 57212533920,2020,International Journal of Engineering Research and Technology,English,-,-,-,Physical Sciences| Engineering| Computer Science,https://www.scopus.com/record/display.url?eid=2-s2.0-85097869689&origin=resultslist,"This study is to explore the development of student worksheets using Google forms in building student learning interests. Unfortunately, little is known from empirical literature about the use of Google forms as a medium of learning in Indonesian vocational schools. Purposive sample selection conducted to students in tenth grade at an Indonesian vocational school, precisely in the East Java district. Data collection techniques using interviews, observation, and questionnaires. Data were analysed by the triangulation method to ensure research results in drawing conclusions based on the validity of the data obtained. The findings of this research are deliberated in this paper.",-,Article,,Indonesia,Universitas Negeri Surabaya,,,FALSE,Google form; Online learning; Students’ worksheet
