Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,citation_id,scholar_id,dosen,source,Scraped_By_Pipeline
"Lusia Rakhmawati, Arif Widodo",nWPONc8AAAAJ;RES4QIQAAAAJ,SMART TRAINING KIT BERBASIS INTERNET OF THINGS SEBAGAI ALAT MONITORING KEBUGARAN FISIK ATLET BOLA VOLI,2025,"Jurnal Media Elektro, 107-113, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:geHnlv5EZngC,,,,,,nWPONc8AAAAJ:geHnlv5EZngC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Digital Image Authentication using Selective LSB Watermarking Based on Intensity and Random Keys,2025,"JST (Jurnal Sains dan Teknologi) 14 (3), 511-521, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:eJXPG6dFmWUC,,,,,,nWPONc8AAAAJ:eJXPG6dFmWUC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Miftahur Rohman, Lusia Rakhmawati, Hesti Khuzaimah Nurul Yusufiyah",nWPONc8AAAAJ;TB0QfMoAAAAJ;Mr22rjsAAAAJ,Effect of modulation and noise level on ESBM-based energy consumption for data transmission on wireless sensor networks using the Nelder Mead Simplex method,2025,"2025 Eight International Conference on Vocational Education and Electrical …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:LPZeul_q3PIC,,,,,,nWPONc8AAAAJ:LPZeul_q3PIC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Lusia Rakhmawati, Farid Baskoro, Subuh Isnur Haryudo",nWPONc8AAAAJ;Tp_X_bYAAAAJ;p1pK7E4AAAAJ,Rancang Bangun Solar Tracker Dual Axis Untuk Catudaya Pompa Air Pada Sistem Hidroponik Nft (Nutrient Film Technique) Berbasis IoT,2025,"JE-Unisla 10 (2), 179-194, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:1sJd4Hv_s6UC,,,,,,nWPONc8AAAAJ:1sJd4Hv_s6UC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Design and Implementation of an Android-Based Indoor Signal Strength Positioning System Using Multivariate Gaussian Mixture Model with Wi-Fi RSSI Fingerprinting,2025,"INAJEEE (Indonesian Journal of Electrical and Electronics Engineering) 8 (2 …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:UxriW0iASnsC,,,,,,nWPONc8AAAAJ:UxriW0iASnsC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Implementation Internet of Things (IoT) in Fire and LPG Leakage Detection System Based on ESP32 with Multiuser Notification,2025,"INAJEEE (Indonesian Journal of Electrical and Electronics Engineering) 8 (2 …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:xtRiw3GOFMkC,,,,,,nWPONc8AAAAJ:xtRiw3GOFMkC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Lusia Rakhmawati, Pradini Puspitaningayu, Subuh Isnur Haryudo, Miftahur Rohman, Rifqi Firmansyah",nWPONc8AAAAJ;A9L19RMAAAAJ;p1pK7E4AAAAJ;TB0QfMoAAAAJ;sHANI1gAAAAJ,Penguatan literasi akademik melalui pelatihan keterampilan penulisan ilmiah menggunakan aplikasi chatbot AI,2025,"JIA (Jurnal Implementasi Abdimas) 2 (1), 31-36, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:nb7KW1ujOQ8C,,,,,,nWPONc8AAAAJ:nb7KW1ujOQ8C,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Lusia Rakhmawati, Pradini Puspitaningayu",nWPONc8AAAAJ;A9L19RMAAAAJ,Deep Feature Extraction of Brain Tumor Magnetic Resonance Imaging Classification Based on Hybrid CNN-XGBoost.,2025,"International Journal of Intelligent Engineering & Systems 18 (2), 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:vRqMK49ujn8C,,,,,,nWPONc8AAAAJ:vRqMK49ujn8C,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Smart Door Lock Innovation Using Integration of Bluetooth Low Energy and MQTT IoT Protocol,2025,"INAJEEE (Indonesian Journal of Electrical and Electronics Engineering) 8 (1 …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:CHSYGLWDkRkC,,,,,,nWPONc8AAAAJ:CHSYGLWDkRkC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Humanoid Robot Balance System With 27 DOF Using MPU6050 Gyroscope Sensor,2025,"INAJEEE (Indonesian Journal of Electrical and Electronics Engineering) 8 (1 …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:_xSYboBqXhAC,,,,,,nWPONc8AAAAJ:_xSYboBqXhAC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Lusia Rakhmawati, Unit Three Kartini, Miftahur Rohman",nWPONc8AAAAJ;S6IJ51cAAAAJ;TB0QfMoAAAAJ,Piezoelectric-Based Staircase Lighting System with IoT Monitoring,2024,"Tarbiyah Wa Ta'lim: Jurnal Penelitian Pendidikan dan Pembelajaran 11 (3 …, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:p2g8aNsByqUC,,,,,,nWPONc8AAAAJ:p2g8aNsByqUC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Penyisipan Watermark Menggunakan Metode LSB (Least Significant Bit) untuk Autentikasi Citra Medis,2024,"JURNAL TEKNIK ELEKTRO 13 (3), 273-280, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:WbkHhVStYXYC,,,,,,nWPONc8AAAAJ:WbkHhVStYXYC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Rancang Bangun Prototype Sistem Monitoring Pintu Air Otomatis Pengendali Banjir Berbasis Internet of Things,2024,"Jurnal Teknik Elektro 13 (1), 41-48, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:tOudhMTPpwUC,,,,,,nWPONc8AAAAJ:tOudhMTPpwUC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Elly Matul Imah, Lusia Rakhmawati",nWPONc8AAAAJ;tzjThtIAAAAJ,Trend and Visualization of Artificial Intelligence Research in the Last 10 Years.,2023,"TEM Journal 12 (2), 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:bFI3QPDXJZMC,,,,,,nWPONc8AAAAJ:bFI3QPDXJZMC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Nurhayati, Lusia Rakhmawati",nWPONc8AAAAJ;AYI1rosAAAAJ,Peningkatan Directivity Antena Mimo Vivaldi Coplanar Dengan Corrugated Slot untuk Aplikasi Ultra-Wideband (UWB),2022,"JURNAL TEKNIK ELEKTRO 11 (2), 306-313, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:rO6llkc54NcC,,,,,,nWPONc8AAAAJ:rO6llkc54NcC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Nurhayati, Lusia Rakhmawati",nWPONc8AAAAJ;AYI1rosAAAAJ,Quality of service (QOS) comparative analysis of wireless network,2022,"INAJEEE (Indonesian Journal of Electrical and Electronics Engineering) 5 (2 …, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:ZHo1McVdvXMC,,,,,,nWPONc8AAAAJ:ZHo1McVdvXMC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Nurhayati, Lusia Rakhmawati, Miftahur Rohman",nWPONc8AAAAJ;AYI1rosAAAAJ;TB0QfMoAAAAJ,Perancangan Antena Coplanar Vivaldi Menggunakan Metamaterial dan Corrugated Slot Pada Frekuensi Ultra-Wideband (UWB),2022,"JURNAL TEKNIK ELEKTRO 11 (2), 297-305, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:3s1wT3WcHBgC,,,,,,nWPONc8AAAAJ:3s1wT3WcHBgC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Studi Literatur: Pembelajaran Menggunakan Media Augmented Reality Di Sekolah Menengah Kejuruan,2022,"Jurnal Pendidikan Teknik Elektro 11 (03), 479-490, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:SeFeTyx0c_EC,,,,,,nWPONc8AAAAJ:SeFeTyx0c_EC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Nurhayati, Lusia Rakhmawati",nWPONc8AAAAJ;AYI1rosAAAAJ,Pengaplikasian Antena Vivaldi Antipodal untuk Ground Penetrating Radar dengan Menggunakan Metode B–Scan,2022,"JURNAL TEKNIK ELEKTRO 11 (2), 278-287, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:HoB7MX3m0LUC,,,,,,nWPONc8AAAAJ:HoB7MX3m0LUC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Nurhayati, Lusia Rakhmawati",nWPONc8AAAAJ;AYI1rosAAAAJ,"Desain Antena Array Coplanar Vivaldi pada Frekuensi L, S dan C band",2022,"JURNAL TEKNIK ELEKTRO 11 (2), 174-181, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:g5m5HwL7SMYC,,,,,,nWPONc8AAAAJ:g5m5HwL7SMYC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Farid Baskoro, Lusia Rakhmawati",nWPONc8AAAAJ;Tp_X_bYAAAAJ,Rancang Bangun Sistem Informasi Kehadiran Dosen dan Asisten Laboratorium Berbasis Internet of Things menggunakan RFID dan Aplikasi Telegram,2022,"Jurnal Teknik Elektro 11 (1), 99-107, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:ldfaerwXgEUC,,,,,,nWPONc8AAAAJ:ldfaerwXgEUC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Literature review: Energy efficiency mechanisms using data reduction in wireless sensor networks (WSNs) applications,2022,"INAJEEE (Indonesian Journal of Electrical and Electronics Engineering) 5 (1 …, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:2P1L_qKh6hAC,,,,,,nWPONc8AAAAJ:2P1L_qKh6hAC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,VALIDASI PENGEMBANGAN BUKU AJAR INFOGRAFIS UNTUK MATA PELAJARAN PERENCANAAN DAN INSTALASI SISTEM AUDIO VIDEO DI SMK NEGERI 1 SIDOARJO,2022,"Jurnal Pendidikan Teknik Elektro 11 (02), 281-292, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:70eg2SAEIzsC,,,,,,nWPONc8AAAAJ:70eg2SAEIzsC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Arif Widodo, Nur Kholis, Lusia Rakhmawati",nWPONc8AAAAJ;RES4QIQAAAAJ;hjllQ9gAAAAJ,Rancang bangun alat monitoring daya listrik berbasis IoT menggunakan firebase dan aplikasi,2022,"Jurnal Teknik Elektro 11 (1), 47-55, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:35N4QoGY0k4C,,,,,,nWPONc8AAAAJ:35N4QoGY0k4C,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Farid Baskoro, Lusia Rakhmawati",nWPONc8AAAAJ;Tp_X_bYAAAAJ,Analisis Penerapan Model Pembelajaran Problem Based Learning (Pbl) Pada Program Keahlian Teknik Komputer Jaringan Di Smk Rajasa Surabaya,2021,"Jurnal Pendidikan Teknik Elektro 10 (03), 19-28, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:RYcK_YlVTxYC,,,,,,nWPONc8AAAAJ:RYcK_YlVTxYC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Real Time Factory Smokes Monitoring System Using Android Smartphone,2021,"INAJEEE (Indonesian Journal of Electrical and Electronics Engineering) 4 (1 …, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:J_g5lzvAfSwC,,,,,,nWPONc8AAAAJ:J_g5lzvAfSwC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Blind Robust and Self-Embedding Fragile Image Watermarking for Image Authentication and Copyright Protection with Recovery Capability.,2020,"International Journal of Intelligent Engineering & Systems 13 (5), 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:YFjsv_pBGBYC,,,,,,nWPONc8AAAAJ:YFjsv_pBGBYC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Lusia Rakhmawati, Nurhayati",nWPONc8AAAAJ;AYI1rosAAAAJ,Literature Study of Harvesting Energy with Resources Radio Frequency,2020,"INAJEEE (Indonesian Journal of Electrical and Electronics Engineering) 3 (2 …, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:O3NaXMp0MMsC,,,,,,nWPONc8AAAAJ:O3NaXMp0MMsC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,A Measurement of Vocational Education’s Student Satisfaction in Learning Electronic Appliance Repair and Maintenance Course with CCTV Trainer Kit,2018,"IOP Conference Series: Materials Science and Engineering 336 (1), 012042, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:iH-uZ7U-co4C,,,,,,nWPONc8AAAAJ:iH-uZ7U-co4C,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Sistem monitoring kadar karbon monoksida (CO) pada cerobong asap industri dengan komunikasi bluetooth melalui smartphone Android,2018,"Jurnal Teknik Elektro 7 (01), 23-30, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:RGFaLdJalmkC,,,,,,nWPONc8AAAAJ:RGFaLdJalmkC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Alat Ukur Panjang Dan Berat Badan Balita Untuk Menentukan Kategori Status Gizi Berbasis Arduino Uno,2018,"Jurnal Teknik Elektro 7 (01), 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:R3hNpaxXUhUC,,,,,,nWPONc8AAAAJ:R3hNpaxXUhUC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,CCTV prototype development as a practical approach to learning electronic appliance repair and maintenance course in vocational education,2017,"icvee, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:NMxIlDl6LWMC,,,,,,nWPONc8AAAAJ:NMxIlDl6LWMC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengaruh Penggunaan Software Multisim Sebagai Media Pembelajaran Terhadap Hasil Belajar Siswa pada Standart Kompetensi Teknik Elektronika di SMKN 1 Grati-Pasuruan,2017,"Jurnal Pendidikan Teknik Elektro 6 (2), 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:-f6ydRqryjwC,,,,,,nWPONc8AAAAJ:-f6ydRqryjwC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan media pembelajaran berbasis web pada mata pelajaran dasar elektronika di smk negeri 3 jombang,2017,"Jurnal Pendidikan Teknik Elektro 6 (1), 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:mB3voiENLucC,,,,,,nWPONc8AAAAJ:mB3voiENLucC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan Media Pembelajaran Menggunakan Software Lectora Inspire Pada Mata Pelajaran Teknik Listrik Di SMK Negeri 2 Bojonegoro,2017,"Jurnal Pendidikan Teknik Elektro 6 (1), 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:hFOr9nPyWt4C,,,,,,nWPONc8AAAAJ:hFOr9nPyWt4C,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan Perangkat Pembelajaran Berbasis Inkuiri Berbantuan Multisim Pada Mata Pelajaran Penerapan Rangkaian Elektronika Di SMKn 2 Surabaya,2017,"Jurnal Pendidikan Teknik Elektro 6 (1), 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:uWQEDVKXjbEC,,,,,,nWPONc8AAAAJ:uWQEDVKXjbEC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan Modul Pembelajaran Berbantuan Aplikasi EveryCircuit pada Mata Pelajaran Penerapan Rangkaian Elektronika Kelas XI di SMK Negeri 2 Surabaya,2016,"Jurnal Pendidikan Teknik Elektro 5 (3), 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:738O_yMBCRsC,,,,,,nWPONc8AAAAJ:738O_yMBCRsC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Sistem Pengukur Tinggi Dan Berat Badan Untuk Posyandu Menggunakan Mikrokontroler Atmega 8535,2016,"Jurusan Teknik Elektro 7, 1-8, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:EUQCXRtRnyEC,,,,,,nWPONc8AAAAJ:EUQCXRtRnyEC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan Modul Pembelajaran Komunikasi Data Pada Mata Pelajaran Produktif 2 Kelas X Teknik Elektronika Industri Di Smk Negeri 2 Lamongan,2016,"Jurnal Pendidikan Teknik Elektro 5 (1), 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:Wp0gIr-vW9MC,,,,,,nWPONc8AAAAJ:Wp0gIr-vW9MC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan Media Trainer Arduino Uno pada Mata Pelajaran Teknik Mikroprosesor di SMKN 2 SUrabaya,2016,"Jurnal Pendidikan Teknik Elektro 5 (3), 747-752, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:KlAtU1dfN6UC,,,,,,nWPONc8AAAAJ:KlAtU1dfN6UC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan modul pembelajaran berbasis software proteus pada standar kompetensi menggambar teknik elektronika menggunakan komputer di SMK Negeri 1 Driyorejo,2016,"Jurnal pendidikan teknik elektro 5 (1), 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:kNdYIx-mwKoC,,,,,,nWPONc8AAAAJ:kNdYIx-mwKoC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan media pembelajaran berbasis flip book maker pada mata pelajaran elektronika dasar di SMK Negeri 1 Sampang,2016,"Jurnal Pendidikan Teknik Elektro 5 (1), 83-88, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:u-x6o8ySG0sC,,,,,,nWPONc8AAAAJ:u-x6o8ySG0sC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Rancang Bangun Trainer Transmisi Data Digital Satu Arah Menggunakan Media Laser Untuk Meningkatkan Keterampilan Peserta Didik Pada Mata Kuliah Teknik Laser Dan Fiber Optik,2015,"J. Pendidik 4, 693-697, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:sSrBHYA8nusC,,,,,,nWPONc8AAAAJ:sSrBHYA8nusC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,PERBEDAAN HASIL BELAJAR STRATEGI PEMBELAJARAN AKTIF TEAM QUIZ DAN PEMBELAJARAN KONVENSIONAL PADA MATA PELAJARAN ELEKTRONIKA DASAR DI KELAS X TAV SMK NEGERI 7 SURABAYA,2015,"Jurnal Pendidikan Teknik Elektro 4 (3), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:D03iK_w7-QYC,,,,,,nWPONc8AAAAJ:D03iK_w7-QYC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,PENGARUH STRATEGI PEMBELAJARAN AKTIF TIPE EVERYONE IS A TEACHER HERE TERHADAP HASIL BELAJAR SISWA PADA MATA PELAJARAN ELEKTRONIKA DASAR KELAS X TAV DI SMK NEGERI 7 SURABAYA,2015,"Jurnal Pendidikan Teknik Elektro 4 (3), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:yD5IFk8b50cC,,,,,,nWPONc8AAAAJ:yD5IFk8b50cC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
