ID Sinta,Nama Dosen,Judul Penelitian,Ketua Penelitian,Sumber Dana,Anggota Penelitian,Tahun,Besar Dana,Status,Sumber
74762,Elly Matul Imah,PEMODELAN SINYAL GAMELAN UNTUK PELARASAN OTOMATIS MENGGUNAKAN DEEP LEARNING,Atik Wintarti,PENELITIAN KOMPETITIF LPPM ( PENELITIAN DASAR (LPPM) ),Elly Matul Imah; Riskyana Dewi Intan Puspitasari,2022,Rp. 30.000.000,Approved,INTERNAL SOURCE
6795016,Riskyana Dewi Intan Puspitasari,PEMODELAN SINYAL GAMELAN JAWA TIMURAN MENGGUNAKAN KECERDASAN ARTIFISIAL,Atik Wintarti,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Harmon Prayogi; Elly Matul Imah; Riskyana Dewi Intan Puspitasari; Sugeng Adipitoyo; Bambang Sugito,2024,Rp. 50.000.000,Approved,INTERNAL SOURCE
6795016,Riskyana Dewi Intan Puspitasari,SMART CCTV PEMANTAU UJIAN UNTUK MENDETEKSI DAN PEMBERI PERINGATAN AKTIVITAS MENCURIGAKAN PESERTA UJIAN,Elly Matul Imah,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Riskyana Dewi Intan Puspitasari; Fadhilah Qalbi Annisa,2024,Rp. 46.000.000,Approved,INTERNAL SOURCE
6795016,Riskyana Dewi Intan Puspitasari,SISTEM PELACAKAN OBJEK BERGERAK MENGGUNAKAN ALGORITMA MEAN SHIFT DAN OPTIMIZED FUZZY DECISION TREE DALAM VIDEO OLAHRAGA ( SPORTS VIDEO TRACKING ),Hasanuddin Al-habib,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Fadhilah Qalbi Annisa; Riskyana Dewi Intan Puspitasari; Ulfa Siti Nuraini,2024,Rp. 45.000.000,Approved,INTERNAL SOURCE
6795016,Riskyana Dewi Intan Puspitasari,PERAMALAN DATA HILANG MENGGUNAKAN MODEL HYBRID COKRIGING DAN RECURRENT NEURAL NETWORK PADA KASUS CURAH HUJAN DI KOTA SURABAYA,Danang Ariyanto,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Riskyana Dewi Intan Puspitasari; A'yunin Sofro; Riska Wahyu Romadhonia,2024,Rp. 46.000.000,Approved,INTERNAL SOURCE
6795016,Riskyana Dewi Intan Puspitasari,Smart CCTV Berbasis Kecerdasan Artifisial untuk Deteksi Pelecehan Seksual sebagai Upaya Penanggulangan dan Pencegahan Kekerasan Seksual,Elly Matul Imah,Penelitian Kompetitif Nasional ( PTB ),Riskyana Dewi Intan Puspitasari; Atik Wintarti; Sjafiatul Mardliyah,2024,Rp. 242.320.000,Approved,BIMA SOURCE
6795016,Riskyana Dewi Intan Puspitasari,SEMANTIC SEGMENTATION OF POST-DISASTER AREA ON REMOTE SENSING VIDEO FROM UNMANNED AERIAL VEHICLE (UAV) USING SUPER RESOLUTION AND DEEP TRANSFER LEARNING DEEPLABV3 MODEL,Riskyana Dewi Intan Puspitasari,KOMPETITIF UNIVERSITAS ( PENELITIAN FAKULTAS (FMIPA) ),Fadhilah Qalbi Annisa; Elly Matul Imah; Hasanuddin Al-habib; Ulfa Siti Nuraini; Ibnu Febry Kurniawan,2024,Rp. 50.000.000,Approved,INTERNAL SOURCE
6795016,Riskyana Dewi Intan Puspitasari,SEGMENTASI AREA BANJIR PADA VIDEO DRONE ATAU UNMANNED AERIAL VEHICLES (UAV) MENGGUNAKAN U-NET,Riskyana Dewi Intan Puspitasari,PENELITIAN KOMPETITIF (LPPM) ( PENELITIAN DOSEN PEMULA (LPPM) ),Fadhilah Qalbi Annisa; Danang Ariyanto,2023,Rp. 17.000.000,Approved,INTERNAL SOURCE
6795016,Riskyana Dewi Intan Puspitasari,ANALISIS KETERLIBATAN FAKTOR KOMPLEKSITAS DATA PADA METODE USE CASE POINTS UNTUK ESTIMASI USAHA PENGEMBANGAN PERANGKAT LUNAK,Renny Sari Dewi,PENELITIAN KOMPETITIF (LPPM) ( PENELITIAN DOSEN PEMULA (LPPM) ),Riskyana Dewi Intan Puspitasari; Anita Safitri,2023,Rp. 17.000.000,Approved,INTERNAL SOURCE
6795016,Riskyana Dewi Intan Puspitasari,SISTEM CERDAS PENGAWAS UJIAN UNTUK DETEKSI OTOMATIS AKTIVITAS KECURANGAN PESERTA,Elly Matul Imah,PENELITIAN FMIPA ( PENELITIAN FMIPA ),Hasanuddin Al-habib; Fadhilah Qalbi Annisa; Riskyana Dewi Intan Puspitasari,2023,Rp. 20.000.000,Approved,INTERNAL SOURCE
6795016,Riskyana Dewi Intan Puspitasari,IDENTIFIKASI KEMAMPUAN BELAJAR MAHASISWA S1 SAINS DATA TAHUN PERTAMA MENGGUNAKAN  KECERDASAN ARTIFISIAL,Atik Wintarti,PENELITIAN FMIPA ( PENELITIAN FMIPA ),Hasanuddin Al-habib; Riskyana Dewi Intan Puspitasari; Fadhilah Qalbi Annisa,2023,Rp. 20.000.000,Approved,INTERNAL SOURCE
6657766,Ibrohim,PLATFORM EDUKASI BERBASIS ROBOT OMNIWHEEL UNTUK PEMBELAJARAN KINEMATIKA,Sayyidul Aulia Alamsyah,PENELITIAN FT ( PENELITIAN FT ),Parama Diptya Widayaka; Pradini Puspitaningayu; Ibrohim,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
6657766,Ibrohim,PENGEMBANGAN 2-DOF ROBOT ARM MANIPULATOR SEBAGAI MEDIA PEMBELAJARAN MATAKULIAH ROBOT INDUSTRI DI TEKNIK ELEKTRO UNIVERSITAS NEGERI SURABAYA,Parama Diptya Widayaka,PENELITIAN DASAR FT ( PENELITIAN DASAR FT ),Pradini Puspitaningayu; Sayyidul Aulia Alamsyah; Ibrohim,2023,Rp. 15.000.000,Approved,INTERNAL SOURCE
6657766,Ibrohim,ANALISIS TINGKAT KEPUASAN MAHASISWA TERHADAP SISTEM PEMBELAJARAN BERBASIS PROYEK SECARA DARING SAAT PANDEMI COVID-19,Rina Harimurti,PENELITIAN KOMPETITIF FT ( PENELITIAN DASAR (FT) ),Ibrohim; Muhamad Syariffuddien Zuhrie,2022,Rp. 15.000.000,Approved,INTERNAL SOURCE
6657766,Ibrohim,FAKTOR-FAKTOR YANG MEMPENGARUHI PRESTASI BELAJAR MAHASISWA DALAM MASA PANDEMI  COVID-19. (STUDI KASUS  MATAKULIAH MEDIA PEMBELAJARAN DAN TIK. PRODI PTE UNESA),Rina Harimurti,PENUGASAN FT 2021 ( PENELITIAN KEBIJAKAN FAKULTAS FT 2021 ),Muhamad Syariffuddien Zuhrie; Ibrohim,2021,Rp. 15.000.000,Approved,INTERNAL SOURCE
6657766,Ibrohim,OPTIMALISASI DESAIN MESIN FILLER BERDASARKAN KARAKTERISTIK MUATAN DAN RANCANGAN SISTEM KONTROL UNTUK MENINGKATKAN KEAKURATAN PENGISIAN,Djoko Suwito,PENELITIAN 2020 ( PENELITIAN PROTOTIPE INDUSTRI ),Ibrohim; Budihardjo Achmadi Hasyim,2019,Rp. 70.000.000,Approved,INTERNAL SOURCE
6657766,Ibrohim,PENGEMBANGAN MEDIA PEMBELAJARAN HUMAN MACHINE INTERFASE UNTUK MENINGKATKAN KOMPETENSI PESERTA DIDIK SEBAGAI UPAYA MENGHADAPI ERA REVOLUSI INDUSTRI 4.0,Joko,PENELITIAN 2020 ( PENELITIAN TERAPAN R & D ),Ibrohim,2019,Rp. 50.000.000,Approved,INTERNAL SOURCE
6657766,Ibrohim,PENGEMBANGAN MODUL PEMBELAJARAN KECERDASAN TIRUAN PADA SISTEM TENAGA LISTRIK.,Unit Three Kartini,KOMPETITIF FT ( PENELITIAN FT ),Endryansyah; Ibrohim,2019,Rp. 15.000.000,Approved,INTERNAL SOURCE
6657766,Ibrohim,Rancang Bangun Body Mobil Listrik Garnesa Menggunakan Metode Body Plane Untuk Memenuhi Standart Kontes Shell Eco Marathon (SEM),Saiful Anwar,Penelitian Kompetitif Nasional ( PPT/Produk Terapan ),Bambang Suprianto; Ibrohim,2013,Rp. 50.000.000,Approved,SIMLITABMAS SOURCE
6009220,Nurhayati,Smart Clothing terintegrasi textile antenna dan solar cell dengan teknologi LoRA untuk Aplikasi telehealth monitoring dan IoT,Nurhayati,Penelitian Kompetitif Nasional ( PT-LP ),Oce Wiriawan; Peppy Mayasari,2025,Rp. 357.300.000,Approved,BIMA SOURCE
6009220,Nurhayati,OBSERVASI TEKNIK DAN POSTUR STRENGTH TRAINING DENGAN MEDIAPIPE SEBAGAI FRAMEWORK COMPUTER VISION,Pradini Puspitaningayu,PENELITIAN DANA NON ANGGARAN PENDAPATAN BELANJA NEGARA LPPM ( PDLPPM ),Raden Roro Hapsari Peni Agustin Tjahyaningtijas; Lusia Rakhmawati; Nurhayati; Danang Erwanto,2024,Rp. 45.000.000,Approved,INTERNAL SOURCE
6009220,Nurhayati,SUPER-WIDEBAND (SWB) MONOPOLE ANTENNA DENGAN STRUKTUR METAMATERIAL UNTUK APLIKASI PERTAHANAN KEAMANAN,Nurhayati,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Rohim Aminullah Firdaus,2024,Rp. 100.000.000,Approved,INTERNAL SOURCE
6009220,Nurhayati,Samsak Cerdas Berbasis Artificial Intelegence untuk Membantu Analisis Performansi dan Progres Latihan Atlet Pencak Silat,Lilik Anifah,Penelitian Kompetitif Nasional ( PFR ),Nurhayati; Muhamad Syariffuddien Zuhrie; Puput Wanarti Rusimamto,2024,Rp. 132.010.000,Approved,BIMA SOURCE
6009220,Nurhayati,PENGEMBANGAN SISTEM MULTISENSOR-BASED   NON-CONTACT ANTHROPOMETRIC UNTUK DETEKSI AWAL STUNTING,Nurhayati,KOMPETITIF UNIVERSITAS ( PENELITIAN PENUGASAN (LPPM) ),Amalia Ruhana,2024,Rp. 75.000.000,Approved,INTERNAL SOURCE
6009220,Nurhayati,"Wideband Wearable Antenna dengan Struktur Metasurface untuk Aplikasi medik, sport dan  IoT",Nurhayati,Penelitian Kompetitif Nasional ( PTB ),Oce Wiriawan; Muhammad Fauzan Edy Purnomo,2024,Rp. 416.130.000,Approved,BIMA SOURCE
6009220,Nurhayati,PREDIKSI JANGKA PENDEK RADIASI MATAHARI GLOBAL BERDASARKAN IKLIM DATA DENGAN DEEP LEARNING F-MULTI CRITERIA DECISION MAKING HYBRID MODELS,Unit Three Kartini,PENELITIAN FT ( PENELITIAN FT ),Parama Diptya Widayaka; Lusia Rakhmawati; Nurhayati,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
6009220,Nurhayati,PENINGKATAN KEMAMPUAN MERANCANG RANGKAIAN KONTROL MOTOR INDUKSI 3 FASE MENGGUNAKAN SOFFTWARE AUTOMATION STUDIO BAGI MAHASISWA TEKNIK ELEKTRO,Endryansyah,PENELITIAN FT ( PENELITIAN FT ),Lilik Anifah; Nurhayati; Bambang Suprianto,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
6009220,Nurhayati,MICROSLEEP DETECTION PADA PENGENDARA MOBIL MENGGUNAKAN ARTIFICIAL INTELEGENCE,Lilik Anifah,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Nurhayati; Muhamad Syariffuddien Zuhrie,2024,Rp. 50.000.000,Approved,INTERNAL SOURCE
6009220,Nurhayati,MULTIBAND MIMO PATCH RECTENNA UNTUK ENERGY HARVESTING        GELOMBANG RADIO,Nurhayati,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Lilik Anifah; Miftahur Rohman,2024,Rp. 50.000.000,Approved,INTERNAL SOURCE
6010680,Endryansyah,PENINGKATAN KEMAMPUAN MAHASISWA TEKNIK ELEKTRO MERANCANG LADDER DIAGRAM PLC UNTUK KONTROL MOTOR LISTRIK MENGGUNAKAN SOFTWARE AUTOMATION STUDIO,Endryansyah,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),,2024,Rp. 30.000.000,Approved,INTERNAL SOURCE
6010680,Endryansyah,PENINGKATAN KEMAMPUAN MERANCANG RANGKAIAN KONTROL MOTOR INDUKSI 3 FASE MENGGUNAKAN SOFFTWARE AUTOMATION STUDIO BAGI MAHASISWA TEKNIK ELEKTRO,Endryansyah,PENELITIAN FT ( PENELITIAN FT ),Lilik Anifah; Nurhayati; Bambang Suprianto,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
6010680,Endryansyah,PENINGKATAN KOMPETENSI PERANCANGAN SISTEM KONTROL ELEKTROPNEUMATIK MAHASISWA TEKNIK ELEKTRO UNESA MENGGUNAKAN MEDIA AUTOMATION STUDIO,Endryansyah,PENELITIAN DASAR FT ( PENELITIAN DASAR FT ),Lilik Anifah; Nurhayati; Bambang Suprianto,2023,Rp. 15.000.000,Approved,INTERNAL SOURCE
6010680,Endryansyah,TRAINING KIT PROGRAMMABLE LOGIC CONTROLLER (PLC) UNTUK MENINGKATKAN KEMAMPUAN BERPIKIR KREATIF MAHASISWA TEKNIK ELEKTRO BERBASIS OUTCOME BASED EDUCATION (OBE),Puput Wanarti Rusimamto,PENELITIAN KOMPETITIF LPPM ( PENELITIAN DASAR (LPPM) ),Endryansyah,2022,Rp. 30.000.000,Approved,INTERNAL SOURCE
6010680,Endryansyah,TRACER STUDY PROGRAM STUDI S1-PENDIDIKAN TEKNIK ELEKTRO,Fendi Achmad,PENELITIAN KOMPETITIF FT ( PENELITIAN DASAR (FT) ),Endryansyah; Muhamad Syariffuddien Zuhrie,2022,Rp. 15.000.000,Approved,INTERNAL SOURCE
6010680,Endryansyah,TRACER STUDY TERHADAP ALUMNI PROGRAM STUDI S1 TEKNIK ELEKTRO FAKULTAS TEKNIK  UNIVERSITAS NEGERI SURABAYA TAHUN 2021-2022,Nur Kholis,PENELITIAN KOMPETITIF FT ( PENELITIAN DASAR (FT) ),Fendi Achmad; Endryansyah,2022,Rp. 15.000.000,Approved,INTERNAL SOURCE
6010680,Endryansyah,TRACER STUDY MAHASISWA D3 TEKNIK LISTRIK,Endryansyah,KOMPETITIF PROGRAM VOKASI ( PENELITIAN KEBIJAKAN FAKULTAS ),Widi Aribowo; Aditya Chandra Hermawan,2021,Rp. 15.000.000,Approved,INTERNAL SOURCE
6010680,Endryansyah,PENGEMBANGAN THERMOGUN YANG EFEKTIF DAN EFISIEN UNTUK DETEKSI DINI COVID-19,Puput Wanarti Rusimamto,PENUGASAN (23 JUNI 2021 - 30 NOP 2021) ( PENELITIAN KEBIJAKAN STRATEGIS UNIVERSITAS (GELOMBANG 2) ),Lilik Anifah; Endryansyah; Yeni Anistyasari; Rina Harimurti,2020,Rp. 70.000.000,Approved,INTERNAL SOURCE
6010680,Endryansyah,PENGEMBANGAN MODUL PEMBELAJARAN KECERDASAN TIRUAN PADA SISTEM TENAGA LISTRIK.,Unit Three Kartini,KOMPETITIF FT ( PENELITIAN FT ),Endryansyah; Ibrohim,2019,Rp. 15.000.000,Approved,INTERNAL SOURCE
6010680,Endryansyah,Pengembangan Trainer Motor Servo untuk Mata Kuliah Sistem Pengaturan di Laboratorium Sistem Kendali Teknik Elektro Fakultas Teknik Universitas Negeri Surabaya,Endryansyah,Penelitian Kompetitif Nasional ( PSN Institusi ),Puput Wanarti Rusimamto,2018,Rp. 70.000.000,Approved,SIMLITABMAS SOURCE
6002282,Arif Widodo,PERANCANGAN MOTOR LISTRIK DISETABITAS“ KECE” UNESA,Achmad Imam Agung,PENUGASAN FT 2021 ( PENELITIAN PROTOTYPE INDUSTRI  FT 2021 ),Wahyu Dwi Kurniawan; Muamar Zainul Arif; Yuli Sutoto Nugroho; Arif Widodo,2021,Rp. 75.000.000,Approved,INTERNAL SOURCE
6002282,Arif Widodo,"PENGARUH LAYANAN AKADEMIK, LAYANAN NON AKADEMIK, LAYANAN INFORMASI DAN GENDER  TERHADAP KEPUASAN MAHASISWA JURUSAN TEKNIK ELEKTRO (SEBAGAI BAHAN PENDUKUNG AKREDITASI BAN PT )",Joko,PENUGASAN FT 2021 ( PENELITIAN KEBIJAKAN FAKULTAS FT 2021 ),Agus Budi Santoso; Arif Widodo; Supari,2021,Rp. 15.000.000,Approved,INTERNAL SOURCE
6002282,Arif Widodo,STUDI TENTANG PENGARUH PENGEMBANGAN KEPROFESIAN BERKELANUTAN  (PKB) GUNA MENDUKUNG PENGEMBANGAN PROFESI GURU PEMBELAJAR (PPGP) TERHADAP KOMPETENSI GURU SMK,Ismet Basuki,PENELITIAN KOMPETITIF LPPM 2020 ( GURU BESAR 2020 ),Arif Widodo; Joko,2020,Rp. 40.000.000,Approved,INTERNAL SOURCE
6002282,Arif Widodo,AUTOMATED HAND SANISTIZER CONTAINER UNTUK PENCEGAHAN PENULARAN CORANA VIRUS DISEASE (COVID-19),Nurhayati,PENELITIAN KOMPETITIF KEBIJAKAN FAKULTAS FT 2020 ( PENELITIAN KEBIJAKAN FAKULTAS/JURUSAN FT ),Puput Wanarti Rusimamto; Eppy Yundra; Arif Widodo; Reza Rahmadian,2020,Rp. 7.500.000,Approved,INTERNAL SOURCE
6002282,Arif Widodo,PENGEMBANGAN JOBSHEET BERBASIS VIDEO TUTORIAL UNTUK MEMPERLUAS IMPLEMENTASI  VI-LEARNING PADA MATA KULIAH PRAKTIKUM MIKROKONTROLER,Arif Widodo,PENELITIAN 2020 ( PENELITIAN E-LEARNING ),Pradini Puspitaningayu; Rifqi Firmansyah,2019,Rp. 20.000.000,Approved,INTERNAL SOURCE
6002282,Arif Widodo,"STUDI TENTANG KOMPETENSI PEDAGOGIK, KEPRIBADIAN, SOSIAL, DAM PROFESIONAL GURU SMK",Ismet Basuki,PENELITIAN 2020 ( PENELITIAN GURU BESAR ),Joko; Arif Widodo,2019,Rp. 40.000.000,Approved,INTERNAL SOURCE
6002282,Arif Widodo,PEMBUATAN TRAINER SENSOR NIRKABEL BERBASIS ARDUINO UNTUK MENINGKATKAN KETRAMPILAN MAHASISWA JURUSAN TENIK ELEKTRO UNESA DI ERA INTERNET OF THINGS (IOT),Euis Ismayati,KOMPETITIF FT ( PENELITIAN FT ),Arif Widodo; Agus Budi Santoso,2019,Rp. 15.000.000,Approved,INTERNAL SOURCE
6002282,Arif Widodo,PENGEMBANGAN APLIKASI MOTION SENSING DENGAN WIRELESS BODY AREA NETWORK BERBASIS ANDROID SMARTWATCH,Eppy Yundra,Penelitian Kompetitif Nasional ( PSN Institusi ),Pradini Puspitaningayu; Arif Widodo; Unit Three Kartini,2018,Rp. 65.000.000,Approved,SIMLITABMAS SOURCE
6002282,Arif Widodo,PENGEMBANGAN APLIKASI MOTION SENSING DENGAN WIRELESS BODY AREA NETWORK BERBASIS ANDROID SMARTWATCH,Eppy Yundra,Penelitian Kompetitif Nasional ( PPT/Produk Terapan ),Pradini Puspitaningayu; Arif Widodo,2017,Rp. 52.378.000,Approved,SIMLITABMAS SOURCE
5998385,Rifqi Firmansyah,PENGEMBANGAN E- LKM BERBASIS PROBLEM SOLVING UNTUK PEMECAHAN MASALAH DAN MISKONSEPSI IPA SD PADA MAHASISWA PGSD,Bagus Amirul Mukmin,PROGRAM HIBAH STIMULUS UNIVERSITAS NUSANTARA PGRI KEDIRI ( HPI ),Abdul Aziz Hunaifi; Wahyudi,2023,Rp. 5.000.000,Approved,INTERNAL SOURCE
5998385,Rifqi Firmansyah,PENGEMBANGAN MEDIA DIGITAL ARTICULATE STORYLINE PADA MATERI KOLIGATIF UNTUK MAHASISWA TINGKAT 2 PRODI PGSD UNIVERSITAS NUSANTARA PGRI KEDIRI,Bagus Amirul Mukmin,PROGRAM HIBAH STIMULUS UNIVERSITAS NUSANTARA PGRI KEDIRI ( HPI ),Sutrisno Sahari; Wahyudi,2022,Rp. 5.000.000,Approved,INTERNAL SOURCE
5998385,Rifqi Firmansyah,PELATIHAN PEMBUATAN SOAL EVALUASI KOGNITIF BERBASIS APLIKASI KAHOOTUNTUK MENINGKATKAN MINAT BELAJAR SISWA DALAM PEMBELAJARAN DARING,Karimatus Saidah,PROGRAM HIBAH STIMULUS UNIVERSITAS NUSANTARA PGRI KEDIRI ( HPI ),Endang Sri Mujiwati; Erwin Putera Permana; Frans Aditia Wiguna; Susi Damayanti; Bagus Amirul Mukmin,2021,Rp. 3.000.000,Approved,INTERNAL SOURCE
5998385,Rifqi Firmansyah,Pengembangan Job Sheet Penilaian Kinerja Berorientasi Scientific Approach untuk Mahasiswa PGSD,Kukuh Andri Aka,Penelitian Kompetitif Nasional ( PDP/Dosen Pemula ),Bagus Amirul Mukmin,2020,Rp. 20.000.000,Approved,BIMA SOURCE
5998385,Rifqi Firmansyah,PENGEMBANGAN MULTIMEDIA INTERAKTIF BERBASIS K-13 SEBAGAI INOVASI PEMBELAJARAN TEMATIK UNTUK SISWA SEKOLAH DASAR,Bagus Amirul Mukmin,Penelitian Kompetitif Nasional ( PDP/Dosen Pemula ),Nurita Primasatya,2019,Rp. 20.000.000,Approved,BIMA SOURCE
5998385,Rifqi Firmansyah,PENGEMBANGAN MULTIMEDIA INTERAKTIF MACROMEDIA FLASH BERBASIS K-13 SEBAGAI INOVASI PEMBELAJARAN BAGI SISWA SEKOLAH DASAR,Bagus Amirul Mukmin,PROGRAM HIBAH STIMULUS UNIVERSITAS NUSANTARA PGRI KEDIRI ( HPI ),Nurita Primasatya,2019,Rp. 5.000.000,Approved,INTERNAL SOURCE
5998385,Rifqi Firmansyah,PENGEMBANGAN BAHAN AJAR DELIKAN TEMATIK BERBASIS MULTIMEDIA INTERAKTIF UNTUK SISWA SEKOLAH DASAR DI KOTA KEDIRI,Bagus Amirul Mukmin,Penelitian Kompetitif Nasional ( PDP/Dosen Pemula ),Farida Nurlaila Zunaidah,2018,Rp. 17.750.000,Approved,BIMA SOURCE
259010,Lusia Rakhmawati,MODIFIKASI OBSERVER-BASED SLIDING MODE CONTROL UNTUK PENGATURAN KONVERTER,Rifqi Firmansyah,PENELITIAN FT ( PENELITIAN FT ),I Gusti Putu Asto Buditjahjanto; Raden Roro Hapsari Peni Agustin Tjahyaningtijas; Lusia Rakhmawati,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
259010,Lusia Rakhmawati,PREDIKSI JANGKA PENDEK RADIASI MATAHARI GLOBAL BERDASARKAN IKLIM DATA DENGAN DEEP LEARNING F-MULTI CRITERIA DECISION MAKING HYBRID MODELS,Unit Three Kartini,PENELITIAN FT ( PENELITIAN FT ),Parama Diptya Widayaka; Lusia Rakhmawati; Nurhayati,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
259010,Lusia Rakhmawati,STUDI KOMPARASI AKTIVITAS KARDIOVASKULAR DENGAN WEARABLE HEART RATE MONITOR ANTARA PELAJAR DI INDONESIA DAN JEPANG,Pradini Puspitaningayu,PENELITIAN FT ( PENELITIAN FT ),Agus Wiyono; Lusia Rakhmawati; Aries Dwi Indriyanti; I Made Suartana,2024,Rp. 150.000.000,Approved,INTERNAL SOURCE
259010,Lusia Rakhmawati,PENERAPAN METODE SEGMENTASI OTOMATIS PADA CITRA SINAR X PARU PARU TUBERKULOSIS MENGGUNAKAN CASCADE UNET,Raden Roro Hapsari Peni Agustin Tjahyaningtijas,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Yuni Yamasari; Lusia Rakhmawati,2024,Rp. 46.000.000,Approved,INTERNAL SOURCE
259010,Lusia Rakhmawati,OBSERVASI TEKNIK DAN POSTUR STRENGTH TRAINING DENGAN MEDIAPIPE SEBAGAI FRAMEWORK COMPUTER VISION,Pradini Puspitaningayu,PENELITIAN DANA NON ANGGARAN PENDAPATAN BELANJA NEGARA LPPM ( PDLPPM ),Raden Roro Hapsari Peni Agustin Tjahyaningtijas; Lusia Rakhmawati; Nurhayati; Danang Erwanto,2024,Rp. 45.000.000,Approved,INTERNAL SOURCE
259010,Lusia Rakhmawati,Metode Penyembunyian Data Adaptif Berbasis Blok Untuk Keamanan Dokumen Digital,Lusia Rakhmawati,Penelitian Kompetitif Nasional ( PFR ),Wiyli Yustanti; Raden Roro Hapsari Peni Agusti,2024,Rp. 136.550.000,Approved,BIMA SOURCE
259010,Lusia Rakhmawati,Klasifikasi level Tumor Otak Berbasis Pemilihan Otomatis Slice menggunakan deep extraction feature dan multiple classifier pada Citra Magnetic Resonance Imaging,Raden Roro Hapsari Peni Agusti,Penelitian Kompetitif Nasional ( PFR ),Lusia Rakhmawati; Ari Kusumaningsih; Pradini Puspitaningayu,2024,Rp. 112.280.000,Approved,BIMA SOURCE
259010,Lusia Rakhmawati,RANCANG BANGUN ALAT  MONITORING KUALITAS AIR TAMBAK MENGUNAKAN MODUL GSM SECARA REALTIME,Raden Roro Hapsari Peni Agustin Tjahyaningtijas,PENELITIAN FT ( PENELITIAN FT ),Lusia Rakhmawati; I Gusti Putu Asto Buditjahjanto; Bambang Suprianto; Lilik Anifah,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
259010,Lusia Rakhmawati,STUDI PENELUSURAN ALUMNI SEBAGAI UPAYA PENJAMINAN MUTU SARJANA TEKNIK ELEKTRO UNIVERSITAS NEGERI SURABAYA,Lusia Rakhmawati,PENELITIAN DASAR FT ( PENELITIAN DASAR FT ),Miftahur Rohman,2023,Rp. 15.000.000,Approved,INTERNAL SOURCE
259010,Lusia Rakhmawati,PRESENSI PENGGUNA LABORATORIUM JURUSAN TEKNIK ELEKTRO MENGGUNAKAN QR CODE DENGAN TEKNOLOGI GOOGLE ACCESS UNTUK MENINGKATKAN TATA KELOLA PRODI,Raden Roro Hapsari Peni Agustin Tjahyaningtijas,PENELITIAN DASAR FT ( PENELITIAN DASAR FT ),I Gusti Putu Asto Buditjahjanto; Lusia Rakhmawati,2023,Rp. 15.000.000,Approved,INTERNAL SOURCE
74469,Pradini Puspitaningayu,OBSERVASI TEKNIK DAN POSTUR STRENGTH TRAINING DENGAN MEDIAPIPE SEBAGAI FRAMEWORK COMPUTER VISION,Pradini Puspitaningayu,PENELITIAN DANA NON ANGGARAN PENDAPATAN BELANJA NEGARA LPPM ( PDLPPM ),Raden Roro Hapsari Peni Agustin Tjahyaningtijas; Lusia Rakhmawati; Nurhayati; Danang Erwanto,2024,Rp. 45.000.000,Approved,INTERNAL SOURCE
74469,Pradini Puspitaningayu,PENGEMBANGAN SISTEM PENGAMATAN PERFORMA KARDIOVASKULAR BERBASIS WEB DENGAN WEARABLE HEART RATE MONITOR,Pradini Puspitaningayu,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Ananda Perwira Bakti; I Made Suartana; Afif Rusdiawan; Donny Ardy Kusuma; Parama Diptya Widayaka,2024,Rp. 50.000.000,Approved,INTERNAL SOURCE
74469,Pradini Puspitaningayu,Klasifikasi level Tumor Otak Berbasis Pemilihan Otomatis Slice menggunakan deep extraction feature dan multiple classifier pada Citra Magnetic Resonance Imaging,Raden Roro Hapsari Peni Agusti,Penelitian Kompetitif Nasional ( PFR ),Lusia Rakhmawati; Ari Kusumaningsih; Pradini Puspitaningayu,2024,Rp. 112.280.000,Approved,BIMA SOURCE
74469,Pradini Puspitaningayu,ANALISIS KEGUNAAN APLIKASI E-MONEV UNTUK MONITORING DAN EVALUASI PERKULIAHAN DI FAKULTAS TEKNIK,I Made Suartana,PENELITIAN FT ( PENELITIAN FT ),Sammy Alidrus; Sri Dwiyanti; Pradini Puspitaningayu,2024,Rp. 25.000.000,Approved,INTERNAL SOURCE
