Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,Scraped_By_Pipeline
"Raden Roro Hapsari Peni Agustin T, Siti Masitoh","N40Vh64AAAAJ,AjvtBWIAAAAJ",Hubungan Antara Perhatian Orangtua Terhadap Prestasi Belajar Siswa,,"FITK UIN Syarif Hidayatullah Jakarta, 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AjvtBWIAAAAJ&cstart=100&pagesize=100&citation_for_view=AjvtBWIAAAAJ:UeHWp8X0CEIC,,,,,,
"Cendra Devayana Putra, Ricky Eka Putra, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T","XdEn69YAAAAJ,cPj-iOIAAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ","Hubungan Gaya Belajar Auditorial, Visual, dan Kinestetik terhadap Prestasi Belajar pada Mata Pelajaran Teknik Elektronika Siswa Kelas X Audio Video di SMKN 3 Jombang",2016.0,"Jurnal Pendidikan Teknik Elektro 5 (1), 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yObeL8gAAAAJ&pagesize=100&citation_for_view=yObeL8gAAAAJ:W7OEmFMy1HYC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Prof.Dr.Yatim Riyanto, Riskyana Dewi Intan P","N40Vh64AAAAJ,6RBIukkAAAAJ,DiBTIz4AAAAJ",Hubungan Gaya Belajar dan Motivasi Belajar dengan Hasil Belajar Siswa,2023.0,"Jurnal Bahana Manajemen Pendidikan 12 (1), 34-40, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=6RBIukkAAAAJ&cstart=100&pagesize=100&citation_for_view=6RBIukkAAAAJ:q3oQSFYPqjQC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P, Puput Wanarti Rusimamto, Subuh Isnur Haryudo","N40Vh64AAAAJ,DiBTIz4AAAAJ,LsydBAMAAAAJ,p1pK7E4AAAAJ",Hubungan kecakapan literasi digital dan motivasi belajar dengan hasil belajar DLE,2025.0,"Jurnal Kajian Ilmu Pendidikan (JKIP) 6 (2), 356-367, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2DniQ8EAAAAJ&pagesize=100&citation_for_view=2DniQ8EAAAAJ:pyW8ca7W8N0C,,,,,,
Raden Roro Hapsari Peni Agustin T,N40Vh64AAAAJ,Hubungan kemampuan berpikir kritis dan motivasi belajar dengan capaian Indeks Prestasi Akademik (IPK) mahasiswamahasiswa,2016.0,"KONASPI VIII, 692-699, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AjvtBWIAAAAJ&pagesize=100&citation_for_view=AjvtBWIAAAAJ:R3hNpaxXUhUC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Fajar Arianto","N40Vh64AAAAJ,MZCJPuIAAAAJ",HUBUNGAN MAGANG DENGAN PENINGKATAN KOMPETENSI SISWA SEKOLAH MENENGAH KEJURUAN: EVALUASI MODEL FORMATIF SUMATIF,2024.0,"Jurnal Penelitian dan Evaluasi Pendidikan Indonesia 14 (2), 77-86, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MZCJPuIAAAAJ&cstart=100&pagesize=100&citation_for_view=MZCJPuIAAAAJ:kzcrU_BdoSEC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Prof.Dr.Yatim Riyanto","N40Vh64AAAAJ,6RBIukkAAAAJ",HUBUNGAN PARENTING EDUCATION DENGAN PENDIDIKAN KARAKTER ANAK USIA DINI DI KB-TK AL–BAROKAH,2020.0,"JPUS: Jurnal Pendidikan Untuk Semua 4 (1), 73-81, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=6RBIukkAAAAJ&cstart=100&pagesize=100&citation_for_view=6RBIukkAAAAJ:GnPB-g6toBAC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P, Tri Rijanto","N40Vh64AAAAJ,DiBTIz4AAAAJ,z7RWDi0AAAAJ",Hubungan Pengalaman Praktik Kerja Industri dan Motivasi Memasuki Dunia Kerja Dengan Kesiapan Kerja Peserta Didik SMK Negeri 1 Driyorejo Gresik,2022.0,"Jurnal Pendidikan Teknik Elektro 11 (03), 449-456, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=p1pK7E4AAAAJ&cstart=100&pagesize=100&citation_for_view=p1pK7E4AAAAJ:L7CI7m0gUJcC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Tri Rijanto","N40Vh64AAAAJ,z7RWDi0AAAAJ",Hubungan Penguasaan Kompetensi Keahlian dan Informasi Dunia Kerja terhadap Minat Bekerja Siswa Kelas XI pada Paket Keahlian Teknik Instalasi Pemanfaatan Tenaga Listrik di SMK …,2016.0,"Jurnal Pendidikan Teknik Elektro 5 (3), 681-687, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=z7RWDi0AAAAJ&pagesize=100&citation_for_view=z7RWDi0AAAAJ:zYLM7Y9cAGgC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P, Tri Rijanto","N40Vh64AAAAJ,DiBTIz4AAAAJ,z7RWDi0AAAAJ",HUBUNGAN SARANA PRASARANA DAN MINAT PRAKTIK DENGAN HASIL UJI KOMPETENSI KEAHLIAN SISWA JURUSAN TAV SMK YPM 4 TAMAN,2015.0,"Jurnal Pendidikan Teknik Elektro 4 (2), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=z7RWDi0AAAAJ&cstart=100&pagesize=100&citation_for_view=z7RWDi0AAAAJ:kNdYIx-mwKoC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Tri Rijanto","N40Vh64AAAAJ,z7RWDi0AAAAJ",HUBUNGAN SARANA PRASARANA DAN MINAT PRAKTIK DENGAN HASIL UJI KOMPETENSI KEAHLIAN SISWA JURUSAN TITL SMK NEGERI 5 SURABAYA Ruliawan,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=z7RWDi0AAAAJ&cstart=200&pagesize=100&citation_for_view=z7RWDi0AAAAJ:MXK_kJrjxJIC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P, Puput Wanarti Rusimamto, Nur Kholis","N40Vh64AAAAJ,DiBTIz4AAAAJ,LsydBAMAAAAJ,hjllQ9gAAAAJ",Hubungan Technical Skill Dan Pengalaman Praktik Industri Terhadap Kesiapan Technopreneurship Di Era Society 5.0 Pada Siswa Kompetensi Keahlian Teknik Audio Video Se-Kota Surabaya,2026.0,"Jurnal Pendidikan Teknik Elektro 15 (02), 137-144, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hjllQ9gAAAAJ&pagesize=100&citation_for_view=hjllQ9gAAAAJ:DyXnQzXoVgIC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Tri Rijanto","N40Vh64AAAAJ,z7RWDi0AAAAJ",Human Machine Interface Job Sheet Trainer as Student Learning Material on the Subject of Electrical Motor Installation,2019.0,"1st Vocational Education International Conference (VEIC 2019), 351-356, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=z7RWDi0AAAAJ&cstart=200&pagesize=100&citation_for_view=z7RWDi0AAAAJ:NMxIlDl6LWMC,,,,,,
"Lusia Rakhmawati, Raden Roro Hapsari Peni Agustin T","nWPONc8AAAAJ,N40Vh64AAAAJ",Humanoid Robot Balance System With 27 DOF Using MPU6050 Gyroscope Sensor,2025.0,"INAJEEE (Indonesian Journal of Electrical and Electronics Engineering) 8 (1 …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&citation_for_view=nWPONc8AAAAJ:_xSYboBqXhAC,,,,,,
Farhanna Mari,LeRoniwAAAAJ,Hybrid Artificial Bee Colony And Improved Simulated Annealing For The Capacitated Vehicle Routing Problem,2023.0,"Knowledge Engineering and Data Science 5 (2), 109-121, 2023",https://journal2.um.ac.id/index.php/keds/article/download/27938/11282,"Capacitated Vehicle Routing Problem (CVRP) is a type of NP-Hard combinatorial problem that requires a high computational process. In the case of CVRP, there is an additional constraint in the form of a capacity limit owned by the vehicle, so the complexity of the problem from CVRP is to find the optimum route pattern for minimizing travel costs which are also adjusted to customer demand and vehicle capacity for distribution. One method of solving CVRP can be done by implementing a meta-heuristic algorithm. In this research, two meta-heuristic algorithms have been hybridized: Artificial Bee Colony (ABC) with Improved Simulated Annealing (SA). The motivation behind this idea is to complete the excess and the lack of two algorithms when exploring and exploiting the optimal solution. Hybridization is done by running the ABC algorithm, and then the output solution at this stage will be used as an initial solution for the Improved SA method. Parameter testing for both methods has been carried out to produce an optimal solution. In this study, the test was carried out using the CVRP benchmark dataset generated by Augerat (Dataset 1) and the recent CVRP dataset from Uchoa (Dataset 2). The result shows that hybridizing the ABC algorithm and Improved SA could provide a better solution than the basic ABC without hybridization.","Vehicle routing problem, Simulated annealing, Mathematical optimization, Benchmark (surveying), Computer science, Algorithm, Heuristic, Constraint (computer-aided design), Mathematics, Routing (electronic design automation)",JournalArticle,10.17977/um018v5i22022p109-121,The result shows that hybridizing the ABC algorithm and Improved SA could provide a better solution than the basic ABC without hybridization.,True
"Rifqi Abdillah, Yuni Yamasari","nyyfjCgAAAAJ,hn5jrnAAAAAJ",Hybrid Autoencoder Architectures with LSTM and GRU Layers for Bitcoin Price Prediction,2025.0,"Indonesian Journal of Electronics, Electromedical Engineering, and Medical …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hn5jrnAAAAAJ&pagesize=100&citation_for_view=hn5jrnAAAAAJ:BrmTIyaxlBUC,,,,,,
"Wiyli Yustanti, I Gusti Putu Asto Buditjahjanto, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T","CxdwNaYAAAAJ,yObeL8gAAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ",Hybrid Clustering and Classification of At-Risk Customer Segments in Network Marketing,2025.0,"JIEET (Journal of Information Engineering and Educational Technology) 9 (1 …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CxdwNaYAAAAJ&pagesize=100&citation_for_view=CxdwNaYAAAAJ:rO6llkc54NcC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Yuliani Puji Astuti, Riskyana Dewi Intan P","N40Vh64AAAAJ,Tz8EfXcAAAAJ,DiBTIz4AAAAJ",Hybrid Intuitionistic Fuzzy Set–TOPSIS with a New Similarity Formula: Non-Medical Healing Factors of Covid-19 Patients,2026.0,"European Journal of Pure and Applied Mathematics 19 (1), 6116-6116, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Tz8EfXcAAAAJ&pagesize=100&citation_for_view=Tz8EfXcAAAAJ:g5m5HwL7SMYC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P, Unit Three Kartini","N40Vh64AAAAJ,DiBTIz4AAAAJ,S6IJ51cAAAAJ",HYBRID KNN-LSTM MODELING FOR SHORT-TERM FEEDER PEAK LOAD FORECASTING.,2025.0,"Journal of Syntax Literate 10 (4), 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&citation_for_view=S6IJ51cAAAAJ:XiSMed-E-HIC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Tri Rijanto","N40Vh64AAAAJ,z7RWDi0AAAAJ",Hybrid Learning sebagai Alternatif Model Pembelajaran Elektronika Dasar di SMK Al Azhar Azzayyadiyah,2022.0,"Syntax Literate: Jurnal Ilmiah Indonesia 7, 1, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=z7RWDi0AAAAJ&cstart=200&pagesize=100&citation_for_view=z7RWDi0AAAAJ:PoWvk5oyLR8C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Yuliani Puji Astuti, Riskyana Dewi Intan P","N40Vh64AAAAJ,Tz8EfXcAAAAJ,DiBTIz4AAAAJ",Hybrid Learning versus Traditional Course in Higher Education: Studentsâ€™ achievement and Studentsâ€™ experiences,2019.0,"MISEIC 2019, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Tz8EfXcAAAAJ&pagesize=100&citation_for_view=Tz8EfXcAAAAJ:-f6ydRqryjwC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Yuliani Puji Astuti, Riskyana Dewi Intan P","N40Vh64AAAAJ,Tz8EfXcAAAAJ,DiBTIz4AAAAJ",Hybrid Learning versus Traditional Course in Mathematics Classroom for Higher Education: Students’ Achievement and Students’ Experiences,2019.0,"Mathematics, Informatics, Science, and Education International Conference …, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Tz8EfXcAAAAJ&pagesize=100&citation_for_view=Tz8EfXcAAAAJ:eQOLeE2rZwMC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Ari Kurniawan, Ibnu Febry Kurniawan, Riskyana Dewi Intan P","N40Vh64AAAAJ,JsEkeOsAAAAJ,BIrtbD8AAAAJ,DiBTIz4AAAAJ",Hybrid UML-COSMIC Approach to Functional Sizing and Cost Estimation for a Marketing Goods Monitoring,2025.0,"International Conference on Digital Business Innovation and Technology …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRCJXO0AAAAJ&pagesize=100&citation_for_view=ZRCJXO0AAAAJ:_kc_bZDykSQC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Fajar Arianto","N40Vh64AAAAJ,MZCJPuIAAAAJ",HYPERBOOK AND STUDENT CRITICAL THINKING,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MZCJPuIAAAAJ&cstart=100&pagesize=100&citation_for_view=MZCJPuIAAAAJ:HbR8gkJAVGIC,,,,,,
"Yuni Yamasari, Anita Qoiriah",hn5jrnAAAAAJ;N6RJilIAAAAJ,Hyperparameter Analysis Of Adam-Optimized Deep Transfer Learning For Indonesian Banknote-Denomination Recognition,2025.0,"Journal of Hunan University Natural Sciences 52 (5), 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:EUQCXRtRnyEC,Hyperparameter Analysis of Adam-Optimized Deep Transfer Learning for Indonesian Banknote-Denomination Recognition,"Deep transfer learning, ResNet-50, Convolutional neural networks, Indonesian banknote recognition, Hyper-parameter optimization, Assistive computer vision",Articles,,,True
"Raden Roro Hapsari Peni Agustin T, Prof.Dr.Yatim Riyanto, Bambang Suprianto, Riskyana Dewi Intan P","N40Vh64AAAAJ,6RBIukkAAAAJ,j8HRV1wAAAAJ,DiBTIz4AAAAJ",Hyperparameter Optimization of ANN for Students’ Performance Prediction Using Response Surface Methodology and Genetic Algorithm,2026.0,"JOIV: International Journal on Informatics Visualization 10 (1), 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=j8HRV1wAAAAJ&cstart=100&pagesize=100&citation_for_view=j8HRV1wAAAAJ:_OXeSy2IsFwC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P","N40Vh64AAAAJ,DiBTIz4AAAAJ",i Copyright–Proceeding ICVEE 2020 ii Message from the General Chair ICVEE 2020 iii Organizing Commitee ICVEE 2020 iv General and Paralel Schedule ICVEE 2020 vii,2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=j8HRV1wAAAAJ&cstart=200&pagesize=100&citation_for_view=j8HRV1wAAAAJ:kzcrU_BdoSEC,,,,,,
"Wiyli Yustanti, Ulfa Siti Nuraini, Raden Roro Hapsari Peni Agustin T","CxdwNaYAAAAJ,q-sbahIAAAAJ,N40Vh64AAAAJ",I-Regs (Internet-Regression Analysis) as a Statistical Innovation in Nonparametric Regression Modeling,2025.0,"Journal of Education Technology and Information System 1 (02), 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=q-sbahIAAAAJ&pagesize=100&citation_for_view=q-sbahIAAAAJ:Y0pCki6q_DkC,,,,,,
"R Marlina, H Suwono, C Yuenyong",,"Ibrohim, & Hamdani. 2024. Teacher role and domain of expertise in the 21st century: evidence from preservice biology teacher",2024.0,"Jurnal Pendidikan Sains Indonesia (Indonesian Journal of Science Education …, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnlvOfEAAAAJ&pagesize=100&citation_for_view=rnlvOfEAAAAJ:ZuybSZzF8UAC,,,,,,
Raden Roro Hapsari Peni Agustin T,N40Vh64AAAAJ,"Ibrohim, & Suwono, H.(2016). Pengembangan perangkat pembelajaran berbasis penelitian uji hayati untuk meningkatkan kemampuan berpikir kritis dan pemecahan mahasiswa program …",,"Jurnal Pendidikan: Teori, Penelitian, Dan Pengembangan 1 (9), 1684-1687, 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnlvOfEAAAAJ&cstart=100&pagesize=100&citation_for_view=rnlvOfEAAAAJ:4DMP91E08xMC,,,,,,
"D Maghfiroh, H Susilo",,Ibrohim.(2016). Pengembangan Pembelajaran Pengelolaan Lingkungan Berbasis Proyek dengan Sumber Belajar TPA Supit Urang Malang,,"Jurnal Pendidikan: Teori, Penelitian, Dan Pengembangan 1 (11), 2131-2139, 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnlvOfEAAAAJ&cstart=100&pagesize=100&citation_for_view=rnlvOfEAAAAJ:dhFuZR0502QC,,,,,,
"S Hariyadi, AD Corebima, S Zubaidah",,"Ibrohim.(2017). The comparison of the question types in the RQA (Reading, Questioning, and Answering) learning model and conventional learning model",,"International Journal of Humanities Social Sciences and Education (IJHSSE) 4 …, 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnlvOfEAAAAJ&pagesize=100&citation_for_view=rnlvOfEAAAAJ:CHSYGLWDkRkC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P","N40Vh64AAAAJ,DiBTIz4AAAAJ",Ibrohim.(2018). Kajian kebutuhan perangkat pembelajaran biologi terintegrasi EMaS (eco mapping at school) di SMA Negeri se-Kota Malang,,"Jurnal Penelitian Pendidikan Matematika Dan Sains 2 (1), 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnlvOfEAAAAJ&pagesize=100&citation_for_view=rnlvOfEAAAAJ:qjMakFHDy7sC,,,,,,
Riskyana Dewi Intan P,DiBTIz4AAAAJ,ICT-Based Statistical Learning Design to Train Middle School Students Higher Order Thinking Skills,2023.0,"Jurnal Pendidikan MIPA 24 (4), 742-752, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lFCI_vsAAAAJ&pagesize=100&citation_for_view=lFCI_vsAAAAJ:isC4tDSrTZIC,,,,,,
Raden Roro Hapsari Peni Agustin T,N40Vh64AAAAJ,ICVEE 2022 COMMITTEE,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tzjThtIAAAAJ&pagesize=100&citation_for_view=tzjThtIAAAAJ:g5m5HwL7SMYC,,,,,,
Ramadhan Cakra Wibawa,Em3aIV0AAAAJ,Icvee 2023 Organizing Committe,2023,2023 Sixth International Conference on Vocational Education and Electrical Engineering (ICVEE),https://ieeexplore.ieee.org/ielx7/10347564/10348180/10348189.pdf,"Welcome to the 46th edition of the IEEE/ACM International Conference on Software Engineering - ICSE 2024, set against the vibrant backdrop of Lisbon, Portugal. Acting as General Co-Chairs for this prestigious conference has been our great privilege and an extraordinary journey. Lisbon, where tradition and innovation merge seamlessly, is a beacon for technological advancement and cultural heritage. Portugal's capital is renowned not only for its historic sites, sunny disposition, and welcoming atmosphere but also for its dynamic technological ecosystem and educational institutions at the forefront of software engineering research. With Lisbon's rich history, cuttingedge companies, and thriving start-up scene, we are thrilled to invite you to an event that promises to be a melting pot of ideas, fostering groundbreaking discussions and collaborations. Let the scenic views of the Tagus River - which you will be seeing from Centro Cultural de Belém meeting rooms - and the charming streets of Lisbon inspire you as we delve into the latest developments and challenges in software engineering. Welcome to ICSE 2024 in Lisbon - a conference that promises to be as memorable and impactful as the city itself.","Keywords, Search_All:All Metadata, Search_All_Text:Full Text & Metadata, fullText:Full Text Only, acpFilter:ACP Filter, TypeAheadTerms:Type Ahead Terms, ContentType:Content Type, Author:Author, Affiliation:Affiliation, Topic:Topic, PublicationTitle:Publication Title, PublicationYear:Year, Publisher:Publisher, ConferenceCountry:Conference Country, ConferenceLocation:Conference Location, StandardStatus:Standard Status, ConferenceYear:Conference Year, PublicationPackage:Subscribed Content, StandardPackage:Standard Package, ReadingRoom:Reading Room, StandardTitle:Standard Title, StdDictionaryTerms:Standards Dictionary Terms, TitleRange:Publication Range, StandardRange:Standard Range, RecordType:Record Type, MediaType:Media Type, BookType:Book Type, CourseType:Course Type, PublicationStandardRange:Publication Standard Range, PerpetualYear:Perpetual Year, OpacTitleRange:Opac Title Range, BookSeries:Book Series, SubjectCategory:Subject Category, Sessions:Sessions, TypeAheadPublication:Type Ahead Publication, SubTopic:Sub Topic, CourseDuration:Course Duration, CourseLevel:Course Level, StandardType:Standard Type, StandardSubtype:Standard SubType, StandardModifier:Standard Modifier, IcsTerms1:Ics Terms 1, IcsTerms2:Ics Terms 2, IcsTerms3:Ics Terms 3, SupplementalItem:Supplemental Items, CourseDuration:Course Duration, SpecialSection:Topics, SocietySection:Society Sections, PublicationTopics:Publication Topics, Keywords:Keywords, ImageType:Image Type'",Conference,10.1109/icvee59738.2023.10348189,,True
"Rifqi Abdillah, Martini Dwi Endah Susanti, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T, Parama Diptya Widayaka","nyyfjCgAAAAJ,q24bD6AAAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ,nbtuM4IAAAAJ",ICVEE 2025 ORGANIZING COMMITTE,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nbtuM4IAAAAJ&pagesize=100&citation_for_view=nbtuM4IAAAAJ:R3hNpaxXUhUC,,,,,,
"Wiyli Yustanti, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T","CxdwNaYAAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ",Identification of Implementation of School Health Education Through Physical Education,2022.0,"The International Conference on Sports Science and Health (ICSSH 2022), 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CxdwNaYAAAAJ&cstart=100&pagesize=100&citation_for_view=CxdwNaYAAAAJ:_Qo2XoVZTnwC,,,,,,
Raden Roro Hapsari Peni Agustin T,N40Vh64AAAAJ,Identification of Informal Reasoning Patterns of Biology Prospective Teachers Based on Socio-scientific Issues,2023.0,"Jurnal Penelitian Dan Pengkajian Ilmu Pendidikan: E-Saintika 7 (1), 75-87, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnlvOfEAAAAJ&cstart=100&pagesize=100&citation_for_view=rnlvOfEAAAAJ:p2g8aNsByqUC,,,,,,
"Naim Rochmawati, Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P","8wFXNjYAAAAJ,N40Vh64AAAAJ,DiBTIz4AAAAJ",Identifikasi citra daun tanaman herbal menggunakan metode Convolutional Neural Network (CNN),2022.0,"Journal of Informatics and Computer Science (JINACS) 3 (03), 351-357, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&citation_for_view=8wFXNjYAAAAJ:ZeXyd9-uunAC,,,,,,
"Riskyana Dewi Intan P, I Gusti Lanang Putra Eka Prismana","DiBTIz4AAAAJ,_n2j0ZAAAAAJ",IDENTIFIKASI JENIS BIJI KOPI MENGGUNAKAN CITRA DIGITAL DENGAN METODE KLASIFIKASI CITY BLOCK DISTANCE,2018.0,"Inovate: Jurnal Ilmiah Inovasi Teknologi Informasi 3 (1), 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&citation_for_view=_n2j0ZAAAAAJ:UeHWp8X0CEIC,,,,,,
"Riskyana Dewi Intan P, Lilik Anifah","DiBTIz4AAAAJ,6MXDzBQAAAAJ",Identifikasi Kematangan Buah Tomat Berbasis L* a* b Color dan Gray Level Co-occurrence Matrix Menggunakan K-means Clustering,2019.0,"Jurnal Teknik Elektro 8 (2), 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=6MXDzBQAAAAJ&cstart=100&pagesize=100&citation_for_view=6MXDzBQAAAAJ:QIV2ME_5wuYC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Bachtiar Syaiful Bachri","N40Vh64AAAAJ,ZhJ08JkAAAAJ",IDENTIFIKASI KESIAPAN DAN PERMASALAHAN PEMBELAJARAN DALAM IMPLEMENTASI KURIKULUM 2013 PADA SATUAN PENDIDIKAN DASAR DAN MENENGAH DI SURABAYA,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZhJ08JkAAAAJ&cstart=200&pagesize=100&citation_for_view=ZhJ08JkAAAAJ:M05iB0D1s5AC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Aries Dwi Indriyanti","N40Vh64AAAAJ,Jzuk6doAAAAJ",Identifikasi Merek Obat Menggunakan Metode OCR dengan Perbandingan Morphological Opening dan Closing,2022.0,"Journal of Informatics and Computer Science (JINACS) 3 (04), 494-505, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jzuk6doAAAAJ&pagesize=100&citation_for_view=Jzuk6doAAAAJ:maZDTaKrznsC,,,,,,
Elly Matul Imah,tzjThtIAAAAJ,Identifikasi Penalaran Kreatif-Imitatif Siswa dengan Gaya Kognitif Reflektif,2023.0,"EDUKASIA: Jurnal Pendidikan dan Pembelajaran 4 (1), 119-126, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tzjThtIAAAAJ&pagesize=100&citation_for_view=tzjThtIAAAAJ:u_35RYKgDlwC,,,,,,
"Ricky Eka Putra, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T, Elly Matul Imah, Cendra Devayana Putra","cPj-iOIAAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ,tzjThtIAAAAJ,XdEn69YAAAAJ",Identifikasi Penyalahgunaan Dana Bantuan Sosial untuk Penanggulangan Kemiskinan Berdasarkan Cuitan pada Media Sosial Menggunakan Deep Transfer-Learning,2024.0,"Buletin Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan …, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tzjThtIAAAAJ&pagesize=100&citation_for_view=tzjThtIAAAAJ:_xSYboBqXhAC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Dana Azizah Rahmat, Nur Kholis","N40Vh64AAAAJ,UL2-upoAAAAJ,hjllQ9gAAAAJ",Identifikasi Potensi Partial Discharge Pada SKUTM 20 KV Dengan Unit Assesment Kabel,2023.0,"Jurnal Profesi Insinyur Indonesia UMM 3 (2), 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8lLZ-MYAAAAJ&pagesize=100&citation_for_view=8lLZ-MYAAAAJ:RHpTSmoSYBkC,,,,,,
"Kartika Chandra Dewi, Belgis Ainatul Iza, Yuni Rosita Dewi, Renny Sari Dewi, Raden Roro Hapsari Peni Agustin T","R9rGmc4AAAAJ,Y4YoRwUAAAAJ,i0pkJZoAAAAJ,4VXQFKYAAAAJ,N40Vh64AAAAJ",Identifikasi risiko pada perpustakaan daerah Gresik dengan NIST SP 800-30,2020.0,"JURIKOM (Jurnal Riset Komputer) 7 (1), 50-55, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4VXQFKYAAAAJ&pagesize=100&citation_for_view=4VXQFKYAAAAJ:Y0pCki6q_DkC,,,,,,
